,LOC,DATE,PER,ORG
bam,0.941394567489624,,,0.9002230763435364
bbj,0.8385825753211975,,,0.9325987696647644
ewe,,,0.8582108020782471,0.9139270186424255
fon,0.9052331447601318,,0.832457423210144,0.9503351449966431
hau,0.9044259190559387,,0.8670434355735779,0.9409936666488647
ibo,0.9170297980308533,,,0.9343644380569458
kin,0.9167525768280029,,0.8764931559562683,0.9103173017501831
lug,,,0.8428488373756409,0.9350889921188354
luo,,,0.8845214247703552,0.9013441205024719
mos,,,0.8143565654754639,0.9325518608093262
nya,0.9057321548461914,,0.8792558312416077,0.9278125166893005
pcm,0.944054901599884,,0.8537209630012512,0.8246440887451172
sna,0.9113637208938599,,0.8708576560020447,0.9028018712997437
swa,0.9129858016967773,,0.87558913230896,0.8934601545333862
tsn,0.9156705737113953,,,0.9227100014686584
twi,0.921198844909668,,0.8924770355224609,0.9548978805541992
wol,0.8966939449310303,,0.8866099119186401,0.9010884761810303
xho,0.8716981410980225,,0.8399213552474976,
yor,0.7594147324562073,,,0.9205895662307739
zul,0.8908125162124634,,0.8649187088012695,
