,ORG,LOC,PER,DATE,Mean
hau,0.85184735,0.712124,0.75283045,0.6622594,0.7447653
kin,0.83796483,0.7376193,0.79391766,0.6086464,0.74453706
tsn,0.7816839,0.77316576,0.78868026,0.63430166,0.7444579
wol,0.8077613,0.7799021,0.7770971,0.61200625,0.74419165
lug,0.8712884,0.69177705,0.78515184,0.61970204,0.7419799
ewe,0.81365514,0.7160043,0.7757256,0.6545143,0.73997486
sna,0.88849,0.69622546,0.7313324,0.6367215,0.7381923
twi,0.8442596,0.69174397,0.788988,0.6160528,0.73526114
ibo,0.8447913,0.7014742,0.7849728,0.60817003,0.7348521
xho,0.67092204,0.8068311,0.6998643,0.7519357,0.7323883
pcm,0.8301809,0.6731085,0.79806423,0.626338,0.7319229
swa,0.80952084,0.67747986,0.80978626,0.62741196,0.7310498
zul,0.7054785,0.75721735,0.7392259,0.7193748,0.73032415
luo,0.84033275,0.67412204,0.7917379,0.61123836,0.72935784
nya,0.8925931,0.68407965,0.7186742,0.61237526,0.72693056
mos,0.81630623,0.67773813,0.7784105,0.6136806,0.72153383
yor,0.7892885,0.68576396,0.76065916,0.63354325,0.7173137
bbj,0.78498507,0.68599176,0.764336,0.6119734,0.71182156
bam,0.7475393,0.67678595,0.7755475,0.6369754,0.70921206
fon,0.7376958,0.6918112,0.7189352,0.6062221,0.6886661
