,ORG,DATE,PER,LOC,Mean
kin,0.9920547575608584,0.9847501401812421,0.9913531422322671,0.9867508142411022,0.9887272135538675
lug,0.9793355085719092,0.9817495351907183,0.9977920247580842,0.989658112539759,0.9871337952651176
sna,0.991405682435583,0.9850213082539424,0.9922733396651239,0.9775575252400581,0.9865644638986769
nya,0.9932855492458357,0.9782830024596404,0.9933205274968075,0.9808283591425629,0.9864293595862116
luo,0.9902224559777731,0.9771853013486597,0.9931400317940399,0.9846382161196249,0.9862965013100243
twi,0.992178909538617,0.978767926159641,0.9924830890363519,0.9811574203723826,0.9861468362767482
ibo,0.987224672553847,0.9784624888643829,0.9900108758808214,0.9772914407600785,0.9832473695147824
tsn,0.9899541230208939,0.9774218687404553,0.9920708331105321,0.9697222805770742,0.9822922763622388
zul,0.9902108226169607,0.9725594070536414,0.9867360885138039,0.9738049613922919,0.9808278198941744
ewe,0.9895575947365309,0.9715295790759323,0.9904677562457569,0.9648282938629121,0.979095805980283
wol,0.9808912651768802,0.974248542880583,0.9876439275761206,0.9647568293745101,0.9768851412520234
xho,0.9847795426749262,0.9669055067175586,0.9863442777642087,0.9657813664060068,0.975952673390675
mos,0.9866102642785595,0.9656518784228227,0.9918433373762338,0.957823348370006,0.9754822071119055
bam,0.9748394984647849,0.9689639855493707,0.9882890919929326,0.9679013880866456,0.9749984910234335
swa,0.9788467416707224,0.9495006374850182,0.9859079794415065,0.9659084395081179,0.9700409495263413
yor,0.9861383417159884,0.9655490656965572,0.9800825376662161,0.9451285730800257,0.9692246295396969
fon,0.9871392720206036,0.9440615885917559,0.9889201543651589,0.9565787370671381,0.9691749380111643
pcm,0.9806140934935917,0.9270897431814037,0.9930745354554126,0.972825426931155,0.9684009497653908
hau,0.9786991068186083,0.9349806252270529,0.9879980152255536,0.9547728332793517,0.9641126451376416
bbj,0.9750558484985767,0.9476291008504606,0.987825468745932,0.9427272987319218,0.9633094292067229
