,DATE,ORG,PER,LOC
bam,,0.9627590775489807,0.9833494424819946,0.9735524654388428
bbj,,0.9736487865447998,0.9772495031356812,0.9436278343200684
ewe,,0.9874557852745056,0.9827826619148254,0.9733793139457703
fon,,0.9811145067214966,0.9826253652572632,0.9596985578536987
hau,,0.9757958650588989,0.9825842380523682,0.9592788815498352
ibo,,0.9873633980751038,0.9865293502807617,0.9664544463157654
kin,,0.9915258884429932,0.9818520545959473,0.9869711399078369
lug,,0.9768704771995544,0.9899451732635498,0.9868441224098206
luo,,0.9854803085327148,0.9820893406867981,0.9862895011901855
mos,,0.9863607287406921,0.9867488145828247,0.9719867706298828
nya,,0.989595890045166,0.9902690649032593,0.9731711149215698
pcm,,0.9680647253990173,0.9860522747039795,0.9786524772644043
sna,,0.9894009232521057,0.9879401922225952,0.9748794436454773
swa,,0.9785076379776001,0.978381335735321,0.9740659594535828
tsn,,0.9847960472106934,0.9852710962295532,0.974143385887146
twi,,0.9912233948707581,0.9869910478591919,0.9801774621009827
wol,,0.9826462268829346,0.9862759113311768,0.9611143469810486
xho,,0.9818587899208069,0.9716300368309021,0.9688592553138733
yor,,0.9850854277610779,0.9776459336280823,0.9579792022705078
zul,,0.9876466989517212,0.981295645236969,0.9763346314430237
