,DATE,ORG,PER,LOC
bam,0.9708983898162842,0.9622487425804138,0.9826469421386719,0.960622251033783
bbj,0.9623445272445679,0.9751139283180237,0.9817644953727722,0.9328112602233887
ewe,0.9628403782844543,0.983734667301178,0.9830837249755859,0.965273380279541
fon,0.9603110551834106,0.9831055402755737,0.9837515354156494,0.9457505941390991
hau,0.9400360584259033,0.9733067154884338,0.984981894493103,0.9433685541152954
ibo,0.9886350631713867,0.9851048588752747,0.9837387204170227,0.9470695853233337
kin,0.9824510812759399,0.9879002571105957,0.9818293452262878,0.9846471548080444
lug,0.9569883346557617,0.9650428295135498,0.9936597943305969,0.979688286781311
luo,0.9833827018737793,0.9788184762001038,0.9816668629646301,0.9776995778083801
mos,0.945501983165741,0.9835453629493713,0.9858198165893555,0.9586387276649475
nya,0.9720249176025391,0.983852207660675,0.9908859729766846,0.9697391986846924
pcm,0.905953586101532,0.9665802121162415,0.9860787987709045,0.9700226783752441
sna,0.9851306080818176,0.9868202805519104,0.9880596399307251,0.9625173211097717
swa,0.9190327525138855,0.9651340842247009,0.9771652221679688,0.9687325358390808
tsn,0.9798633456230164,0.9770715832710266,0.9862766265869141,0.9690142869949341
twi,0.9783802032470703,0.9902204871177673,0.987373411655426,0.9779303669929504
wol,0.9788475036621094,0.9778510332107544,0.9852247834205627,0.9518554210662842
xho,0.9750484824180603,0.9760596752166748,0.9792577028274536,0.9571040868759155
yor,0.9686636328697205,0.9843685030937195,0.9764921069145203,0.941501796245575
zul,0.974929690361023,0.9863036870956421,0.9825690984725952,0.9644200205802917
