layer,model,rank_type,language,swd_mean
1,xlmr,top5,kin,0.008186504276295636
1,xlmr,top5,twi,0.008737461684631853
1,xlmr,top5,ibo,0.008821882563211147
1,xlmr,top5,tsn,0.008858260716692712
1,xlmr,top5,luo,0.009121424005570589
1,xlmr,worst5,fon,0.011618705789260275
1,xlmr,worst5,mos,0.011572817948945158
1,xlmr,worst5,yor,0.011535881346958377
1,xlmr,worst5,hau,0.011506558024620972
1,xlmr,worst5,bam,0.011158862587080876
2,xlmr,top5,kin,0.005905679671059261
2,xlmr,top5,twi,0.006284561496158858
2,xlmr,top5,ibo,0.006363671318467823
2,xlmr,top5,luo,0.006637183259385893
2,xlmr,top5,zul,0.006771508374868063
2,xlmr,worst5,hau,0.008897237832798055
2,xlmr,worst5,mos,0.008405261116195106
2,xlmr,worst5,fon,0.00820883069923184
2,xlmr,worst5,yor,0.008107227508844517
2,xlmr,worst5,pcm,0.00806707029903464
3,xlmr,top5,kin,0.0051297374059231515
3,xlmr,top5,twi,0.005550671597688961
3,xlmr,top5,luo,0.005708172552601809
3,xlmr,top5,ibo,0.0057958444996302205
3,xlmr,top5,tsn,0.005868842460927226
3,xlmr,worst5,hau,0.007673363544881795
3,xlmr,worst5,pcm,0.0072907395530137364
3,xlmr,worst5,yor,0.007077923806377839
3,xlmr,worst5,lug,0.007017935870635483
3,xlmr,worst5,mos,0.006976756470976397
4,xlmr,top5,kin,0.0051383253648964455
4,xlmr,top5,twi,0.005646907418395131
4,xlmr,top5,luo,0.005960923026691489
4,xlmr,top5,ibo,0.006006499540262666
4,xlmr,top5,zul,0.006235702831077106
4,xlmr,worst5,hau,0.00807413408483626
4,xlmr,worst5,mos,0.007438849279765236
4,xlmr,worst5,fon,0.007436351990691037
4,xlmr,worst5,pcm,0.007433609522877305
4,xlmr,worst5,swa,0.007269662355724904
5,xlmr,top5,kin,0.0050393194825346654
5,xlmr,top5,twi,0.005502366201312725
5,xlmr,top5,luo,0.00565066727597241
5,xlmr,top5,ibo,0.0058212727276441
5,xlmr,top5,zul,0.005842810188710246
5,xlmr,worst5,hau,0.00806849219918604
5,xlmr,worst5,fon,0.0072524539353935324
5,xlmr,worst5,yor,0.007060232084256768
5,xlmr,worst5,swa,0.006993769072096256
5,xlmr,worst5,bam,0.006954101648830147
6,xlmr,top5,kin,0.005814809873868398
6,xlmr,top5,twi,0.006203183164984694
6,xlmr,top5,luo,0.0064315651592323775
6,xlmr,top5,tsn,0.006654674014839657
6,xlmr,top5,ibo,0.0066558166805634755
6,xlmr,worst5,hau,0.008695885319525587
6,xlmr,worst5,bam,0.00811495069456214
6,xlmr,worst5,pcm,0.008097869614630326
6,xlmr,worst5,yor,0.008095390090829824
6,xlmr,worst5,bbj,0.008042524717097876
7,xlmr,top5,kin,0.005502414139755274
7,xlmr,top5,twi,0.005665289712510457
7,xlmr,top5,luo,0.006072449238217814
7,xlmr,top5,zul,0.006298007222198976
7,xlmr,top5,lug,0.006299284848978459
7,xlmr,worst5,fon,0.007571833105998849
7,xlmr,worst5,hau,0.007394033800210309
7,xlmr,worst5,swa,0.007290688433158721
7,xlmr,worst5,yor,0.007135500523304472
7,xlmr,worst5,pcm,0.007102119350292924
8,xlmr,top5,kin,0.0053661868232666166
8,xlmr,top5,twi,0.005671336680393324
8,xlmr,top5,luo,0.006088568114591908
8,xlmr,top5,ibo,0.006182526736893124
8,xlmr,top5,zul,0.0064094535258618635
8,xlmr,worst5,bam,0.007946940431452276
8,xlmr,worst5,hau,0.00787289634638455
8,xlmr,worst5,fon,0.007474069637851244
8,xlmr,worst5,yor,0.007448530504575501
8,xlmr,worst5,mos,0.007408519499676913
9,xlmr,top5,twi,0.005462365046184914
9,xlmr,top5,kin,0.005805656865618403
9,xlmr,top5,luo,0.006007793351955115
9,xlmr,top5,ibo,0.006186697842053945
9,xlmr,top5,zul,0.006292939523973473
9,xlmr,worst5,bam,0.00798169127995152
9,xlmr,worst5,hau,0.007626292250279221
9,xlmr,worst5,bbj,0.007621307717158743
9,xlmr,worst5,pcm,0.007420437927066814
9,xlmr,worst5,lug,0.007335196126291521
10,xlmr,top5,twi,0.0054080766543241525
10,xlmr,top5,kin,0.005847799786048806
10,xlmr,top5,ewe,0.006189726510759404
10,xlmr,top5,swa,0.0065551414877518255
10,xlmr,top5,luo,0.006580426308119058
10,xlmr,worst5,bam,0.008822158838180863
10,xlmr,worst5,hau,0.008223172907795137
10,xlmr,worst5,yor,0.007476816821660274
10,xlmr,worst5,xho,0.007417621298676143
10,xlmr,worst5,sna,0.007394016305018643
11,xlmr,top5,twi,0.005248406767653553
11,xlmr,top5,kin,0.005573539747880811
11,xlmr,top5,luo,0.005851798893975986
11,xlmr,top5,ibo,0.006029485921317246
11,xlmr,top5,swa,0.006114524098393304
11,xlmr,worst5,bam,0.007659158130688108
11,xlmr,worst5,xho,0.00763626755375905
11,xlmr,worst5,hau,0.007211676864547674
11,xlmr,worst5,zul,0.007035912498698356
11,xlmr,worst5,yor,0.006953654824277085
12,xlmr,top5,twi,0.0017279037812916915
12,xlmr,top5,kin,0.0018023864062494492
12,xlmr,top5,luo,0.0018925604718257698
12,xlmr,top5,ibo,0.0018991305689723958
12,xlmr,top5,ewe,0.0019098958890329716
12,xlmr,worst5,bam,0.002469325782423463
12,xlmr,worst5,wol,0.002315060940645708
12,xlmr,worst5,nya,0.002307488999046351
12,xlmr,worst5,yor,0.0022818814020411082
12,xlmr,worst5,hau,0.0022418808600832563
