,ORG,PER,DATE,LOC,Mean
xho,0.99438465,0.9984372,0.99817467,0.9990481,0.99751115
zul,0.99686253,0.9986407,0.9986798,0.99518836,0.9973428
tsn,0.99916494,0.9977342,0.99343663,0.99855894,0.9972237
ewe,0.9990175,0.99581915,0.9948665,0.9971612,0.9967161
wol,0.998971,0.9961289,0.99165064,0.99933684,0.99652183
bam,0.9983235,0.9967023,0.99406755,0.9957837,0.9962193
sna,0.99974096,0.997628,0.9913697,0.9955511,0.9960724
hau,0.9994975,0.9922974,0.9940417,0.9982585,0.9960238
nya,0.99969923,0.9985797,0.98934513,0.9963594,0.9959958
swa,0.99897057,0.9969365,0.9903449,0.99692875,0.99579513
luo,0.9997373,0.9951497,0.9904122,0.9972466,0.99563646
mos,0.9990298,0.9956854,0.9906387,0.9963659,0.99543
yor,0.9988914,0.99545,0.9896693,0.9968283,0.99520975
pcm,0.9994825,0.9960346,0.9878861,0.9966891,0.9950231
lug,0.99977255,0.9946694,0.99037534,0.99524736,0.99501616
fon,0.9949119,0.9977991,0.9870984,0.9975962,0.99435145
twi,0.9994785,0.995613,0.9865984,0.99563605,0.9943315
kin,0.99983263,0.99458116,0.98692346,0.99595225,0.9943224
ibo,0.9995653,0.9954285,0.98364526,0.9944126,0.99326295
bbj,0.99899644,0.9932704,0.98382586,0.99118817,0.9918202
