,LOC,ORG,DATE,PER
bam,0.9972652196884155,0.9961289763450623,,0.9981740713119507
bbj,0.9939610958099365,0.9971877932548523,,0.9976480603218079
ewe,0.9969750642776489,0.9985422492027283,,0.9982781410217285
fon,0.9959739446640015,0.9977830648422241,,0.9980319142341614
hau,0.9950587749481201,0.9972507357597351,,0.9982925057411194
ibo,0.9971963763237,0.9987415075302124,,0.9988252520561218
kin,0.9989936947822571,0.9993156790733337,,0.9984652400016785
lug,0.9990756511688232,0.9970744848251343,,0.9990708827972412
luo,0.9990141987800598,0.9989774227142334,,0.998713493347168
mos,0.9969747066497803,0.9986340999603271,,0.9986090660095215
nya,0.998170793056488,0.9991958141326904,,0.9990927577018738
pcm,0.9976639747619629,0.9960283041000366,,0.9986579418182373
sna,0.997704267501831,0.9990002512931824,,0.998516857624054
swa,0.9959182739257812,0.9975098371505737,,0.9979240298271179
tsn,0.9972519278526306,0.9989404678344727,,0.9988547563552856
twi,0.9984740614891052,0.999049961566925,,0.9986065626144409
wol,0.9969910383224487,0.9984259009361267,,0.9987879991531372
xho,0.9967111945152283,0.9981440901756287,,0.997654378414154
yor,0.9959702491760254,0.9981427788734436,,0.9976693987846375
zul,0.9979339838027954,0.998885989189148,,0.9982221126556396
