,PER,LOC,ORG,DATE
bam,0.9750087261199951,0.9422173500061035,0.9677534699440002,0.9664235711097717
bbj,0.9848445653915405,0.9199306964874268,0.9805845618247986,0.9603889584541321
ewe,0.9822065830230713,0.9617885947227478,0.9835898876190186,0.9626264572143555
fon,0.983992874622345,0.927852988243103,0.9808011054992676,0.9607322812080383
hau,0.9807136058807373,0.9219589829444885,0.973915696144104,0.9441364407539368
ibo,0.9832314848899841,0.9323816895484924,0.9844627976417542,0.9866963624954224
kin,0.9833239316940308,0.9777918457984924,0.9882451295852661,0.9793729782104492
lug,0.9934764504432678,0.9730371832847595,0.9581952095031738,0.9497067332267761
luo,0.984309732913971,0.9678290486335754,0.979132354259491,0.9790969491004944
mos,0.9855673909187317,0.9423568248748779,0.9831949472427368,0.9453761577606201
nya,0.9885113835334778,0.956737756729126,0.9896693229675293,0.9691758751869202
pcm,0.9849509596824646,0.9620816707611084,0.95995032787323,0.9022554755210876
sna,0.9848511815071106,0.9539164304733276,0.9839804768562317,0.9838206171989441
swa,0.9776734709739685,0.9677008986473083,0.9622969031333923,0.9102823734283447
tsn,0.9845783114433289,0.953166127204895,0.9753023386001587,0.9780498147010803
twi,0.9873422384262085,0.9714669585227966,0.9890479445457458,0.9776368141174316
wol,0.9832692742347717,0.9340469241142273,0.9805051684379578,0.9793347716331482
xho,0.981864869594574,0.9373102784156799,0.977499783039093,0.9795357584953308
yor,0.9725745916366577,0.9200064539909363,0.9854268431663513,0.9702773690223694
zul,0.9801591634750366,0.9492353200912476,0.988023042678833,0.9765222668647766
