,PER,LOC,ORG,DATE,SWD_mean
bam,0.006339831917102856,0.00826320593841956,0.009298944703914458,,0.007967327519812292
bbj,0.005800706076115603,0.0117885715835655,0.00564128560881727,,0.007743521089499457
ewe,0.006436039670461469,0.00886208376095965,0.005195663945869455,,0.006831262459096858
fon,0.006236810040263663,0.00769181842360922,0.0061136683925724356,,0.006680765618815106
hau,0.005835863551510556,0.00856519056696925,0.0069032251012686174,,0.0071014264065828074
ibo,0.0054482619202644855,0.009937323874055437,0.0050960631476755225,,0.006827216313998481
kin,0.006779107319744071,0.008100341010504053,0.005978501048957696,,0.006952649793068606
lug,0.007379657457477151,0.008327178305080452,0.007298038207409263,,0.007668291323322289
luo,0.006727705896082625,0.008802836928680335,0.009586195883002802,,0.00837224623592192
mos,0.006496181749298557,0.009489063983892265,0.005287719234729593,,0.007090988322640139
nya,0.005676640967976709,0.009725864820211427,0.0060592332692976925,,0.007153913019161943
pcm,0.006245039600798918,0.009248247981304303,0.0068995661231383565,,0.007464284568413859
sna,0.0068376447261471185,0.00884608716751245,0.00556982837497344,,0.007084520089544337
swa,0.006695955292798317,0.00854105698681451,0.007932005134534847,,0.007723005804715892
tsn,0.0061901921735625365,0.00966615009429006,0.0055780351426619745,,0.007144792470171524
twi,0.005584469105087919,0.009695213516351942,0.004756206368256244,,0.0066786296632320346
wol,0.0055187209559335315,0.010199968227425416,0.005649577859685451,,0.007122755681014799
xho,0.008571383334128768,0.008827071058476577,0.006570429237854114,,0.007989627876819819
yor,0.0073460782168695005,0.010667871985333477,0.006225722072485951,,0.008079890758229643
zul,0.007308696843210782,0.007893737487393082,0.0059349856101107434,,0.007045806646904869
