,LOC,ORG,PER,DATE,Mean
sna,0.9889235497183558,0.9940340380152016,0.9935464387150543,0.9931886472888422,0.9924231684343634
kin,0.9941706475056802,0.9933943628970813,0.9936787173613342,0.9875209863108054,0.9921911785187252
lug,0.9885227866156314,0.9904168961727707,0.9978002436869985,0.9878210079098533,0.9911402335963135
nya,0.9892418669149261,0.9933430383656465,0.9951531460801691,0.9856438777133266,0.9908454822685171
twi,0.9877662580868052,0.9924951598245532,0.9933730199634428,0.9864194736260153,0.9900134778752042
ibo,0.9874333394295901,0.9810478144348052,0.9931576058976345,0.9898010171050547,0.987859944216771
xho,0.9828390450500647,0.9887578481182591,0.9849366367608622,0.9926767876401102,0.987302579392324
luo,0.9882648655868226,0.9892925298521855,0.9928506482507017,0.9781259832034968,0.9871335067233017
hau,0.9817200414817256,0.9883975343596029,0.9909104917042169,0.9868296070093718,0.9869644186387293
wol,0.978065503013732,0.9855035061337706,0.9911504284859409,0.9853078307549761,0.9850068170971048
tsn,0.9772311443538035,0.9849908643920227,0.9912965115528004,0.9844084998290977,0.9844817550319311
zul,0.977889857308417,0.9900601548528327,0.9875871795156064,0.9815947213472753,0.984282978256033
mos,0.9795408851406057,0.988202171083215,0.9905867634612261,0.973271991072104,0.9829004526892877
ewe,0.9743092098148837,0.9862786138416839,0.9901012037377454,0.9759886923685606,0.9816694299407185
swa,0.979124668028506,0.979339459093079,0.9960437332981327,0.9687605614804023,0.98081710547503
bam,0.9779056951403317,0.9778414124503362,0.9864151343295491,0.9800262092511651,0.9805471127928456
fon,0.9709948521756182,0.9807589473075707,0.9843990365334944,0.9678296411931362,0.9759956193024548
yor,0.9621765931589009,0.9819616036608521,0.9801520569378132,0.9629423745672927,0.9718081570812147
bbj,0.9546761242122884,0.9703915922876227,0.9899422775687179,0.9687150938019958,0.9709312719676563
pcm,0.9681221754393968,0.9771587104601408,0.9916906121377486,0.9322315374058401,0.9673007588607816
