,PER,DATE,ORG,LOC,Mean
lug,0.905775785446167,,0.9564143419265747,,0.9310950636863708
kin,,,0.8547068238258362,,0.8547068238258362
tsn,,,0.8414890170097351,0.8260408043861389,0.833764910697937
ibo,,,0.7987852692604065,0.8485047817230225,0.8236450254917145
wol,,,0.8100799322128296,,0.8100799322128296
zul,,,,0.8019844889640808,0.8019844889640808
nya,,,0.8014187812805176,,0.8014187812805176
bam,,,0.7887549996376038,,0.7887549996376038
pcm,0.7013756036758423,,,0.839969277381897,0.7706724405288696
luo,0.6940252780914307,,0.8417686820030212,,0.767896980047226
xho,0.663317084312439,,,0.8360533714294434,0.7496852278709412
ewe,0.6578018665313721,,0.7994363903999329,,0.7286191284656525
sna,0.6193203330039978,,,0.8041808009147644,0.7117505669593811
twi,0.7094917297363281,,,,0.7094917297363281
swa,0.701145589351654,,,,0.701145589351654
mos,0.624122142791748,,0.7567559480667114,,0.6904390454292297
hau,0.6935074329376221,,0.6830615401268005,,0.6882844865322113
bbj,,,0.6835943460464478,,0.6835943460464478
yor,,,0.6533610224723816,0.7083233594894409,0.6808421909809113
fon,0.6435272693634033,,,,0.6435272693634033
