,ORG,DATE,LOC,PER,Mean
kin,0.9999080896377563,,0.999937891960144,0.9999469518661499,0.9999309778213501
luo,0.9998652935028076,,0.9999552369117737,0.9998976588249207,0.999906063079834
nya,0.9999437928199768,,0.999782383441925,0.9999725818634033,0.9998995860417684
lug,0.9997756481170654,,0.9999707341194153,0.9999377131462097,0.9998946984608968
wol,0.9999276995658875,,0.9997889995574951,0.9999454617500305,0.9998873869578043
ewe,0.9998223781585693,,0.9999352097511292,0.9998996257781982,0.9998857378959656
zul,0.9999226331710815,,0.999704122543335,0.9999083876609802,0.999845047791799
mos,0.9997660517692566,,0.9998588562011719,0.9998778700828552,0.9998342593510946
ibo,0.999649167060852,,0.9998752474784851,0.9999663829803467,0.9998302658398946
bam,0.9996401071548462,,0.999866247177124,0.9999682903289795,0.9998248815536499
swa,0.9995521306991577,,0.9999587535858154,0.9999361038208008,0.9998156627019247
twi,0.9999243021011353,,0.9999389052391052,0.9995523691177368,0.9998051921526591
yor,0.9998413920402527,,0.9997680187225342,0.9997684955596924,0.9997926354408264
bbj,0.999805748462677,,0.9996545910835266,0.9998908638954163,0.9997837344805399
sna,0.9998779892921448,,0.999907910823822,0.9994556903839111,0.9997471968332926
xho,0.9995661973953247,,0.9997813701629639,0.999783992767334,0.9997105201085409
tsn,0.9999141097068787,,0.9992713928222656,0.9998717308044434,0.9996857444445292
hau,0.9983657002449036,,0.9998424053192139,0.9990905523300171,0.9990995526313782
fon,0.9998241662979126,,0.9974112510681152,0.9998886585235596,0.9990413586298624
pcm,0.9988794922828674,,0.9967824816703796,0.9985789656639099,0.998080313205719
