,ORG,DATE,PER,LOC
bam,0.7362388968467712,,,
bbj,0.7093654870986938,,,
ewe,0.6756358742713928,,0.5923697352409363,
fon,,,0.5622478723526001,
hau,0.6976639628410339,,0.6540546417236328,
ibo,0.725132405757904,,,0.7235892415046692
kin,0.7661519646644592,,,
lug,0.8359136581420898,,0.503940999507904,
luo,0.7184349298477173,,0.605158269405365,
mos,0.7636911869049072,,0.6016050577163696,
nya,0.7853795886039734,,,
pcm,,,0.5813437104225159,0.6794506311416626
sna,,,0.44134795665740967,0.7633803486824036
swa,,,0.5799264907836914,
tsn,0.7341309785842896,,,0.6963294744491577
twi,,,0.6637948155403137,
wol,0.7368531823158264,,,
xho,,,0.4430948495864868,0.680160403251648
yor,0.7169426679611206,,,0.5137736201286316
zul,,,,0.648844301700592
