,DATE,PER,ORG,LOC
bam,,,0.926668107509613,
bbj,,,0.943362832069397,0.8600565791130066
ewe,,0.958294689655304,0.9401636123657227,
fon,,0.9511943459510803,,
hau,,0.9726821780204773,0.9669802784919739,
ibo,,,0.9560271501541138,0.9372844099998474
kin,,,0.9492282271385193,
lug,,0.9484782814979553,0.9675626754760742,
luo,,0.9589887261390686,0.9540692567825317,
mos,,0.952709436416626,0.961870014667511,
nya,,,0.9612433314323425,
pcm,,0.9574630856513977,,0.9307865500450134
sna,,0.9617789387702942,,0.9462668299674988
swa,,0.9642301201820374,,
tsn,,,0.9528825283050537,0.9295006990432739
twi,,0.9717207551002502,,
wol,,,0.9484362602233887,
xho,,0.9320704936981201,,0.9270679950714111
yor,,,0.9456084966659546,0.8598994612693787
zul,,,,0.9268814325332642
