,DATE,PER,ORG,LOC
bam,0.8816823363304138,0.9049190282821655,0.8139136433601379,0.8575097918510437
bbj,0.796648383140564,0.9148977994918823,0.8677981495857239,0.6866267919540405
ewe,0.6972854137420654,0.8851577043533325,0.8848862051963806,0.8747316598892212
fon,0.8434840440750122,0.9062283039093018,0.8973194360733032,0.8284352421760559
hau,0.8752472400665283,0.918358325958252,0.9044232368469238,0.7945013642311096
ibo,0.9421752095222473,0.9254067540168762,0.9053856730461121,0.8093975782394409
kin,0.9449712038040161,0.9250801801681519,0.9251886606216431,0.8867566585540771
lug,0.9539429545402527,0.8988503813743591,0.9173654913902283,0.9161891937255859
luo,0.9182954430580139,0.9044480323791504,0.908416748046875,0.9172709584236145
mos,0.7888491749763489,0.9123018980026245,0.871302604675293,0.8287386298179626
nya,0.8947916030883789,0.9405326247215271,0.9163846969604492,0.831127405166626
pcm,0.6930480003356934,0.9255684614181519,0.8257514834403992,0.8802107572555542
sna,0.9470604062080383,0.9111612439155579,0.8965610265731812,0.8113652467727661
swa,0.8684326410293579,0.9216853380203247,0.8522577285766602,0.9057267308235168
tsn,0.932349681854248,0.9092888832092285,0.8900817036628723,0.873165488243103
twi,0.9026931524276733,0.9393669366836548,0.9282290935516357,0.9133520126342773
wol,0.9215406179428101,0.9262990951538086,0.8578906655311584,0.783100426197052
xho,0.8881736993789673,0.8722432851791382,0.8929981589317322,0.767055094242096
yor,0.8382331728935242,0.8274186849594116,0.8570646047592163,0.6235167384147644
zul,0.9263449311256409,0.869881272315979,0.9066511988639832,0.86148601770401
