,PER,LOC,DATE,ORG
bam,0.9845067262649536,0.9534730315208435,0.9756022691726685,0.9678524136543274
bbj,0.9906707406044006,0.9359982013702393,0.9668236374855042,0.9859124422073364
ewe,0.9894267916679382,0.9631943106651306,0.9620313048362732,0.9875486493110657
fon,0.9848331809043884,0.9326381087303162,0.9549013376235962,0.9877912998199463
hau,0.9853146076202393,0.9053333401679993,0.959412157535553,0.9697904586791992
ibo,0.9899646043777466,0.9506372213363647,0.9867928624153137,0.9898175597190857
kin,0.9872450828552246,0.978065013885498,0.9857429265975952,0.9915875792503357
lug,0.9956529140472412,0.9784508347511292,0.9701685905456543,0.9522950053215027
luo,0.9905243515968323,0.9736273288726807,0.9798058271408081,0.9859124422073364
mos,0.9842842817306519,0.9462267756462097,0.9522786736488342,0.9864863753318787
nya,0.9891834855079651,0.960157036781311,0.9753548502922058,0.9896395802497864
pcm,0.9921818971633911,0.971490740776062,0.9340612292289734,0.9735832214355469
sna,0.9866124987602234,0.9583271741867065,0.983483612537384,0.9819915294647217
swa,0.9843113422393799,0.98732590675354,0.9335787892341614,0.9697096347808838
tsn,0.9844889640808105,0.9652664661407471,0.9859423637390137,0.9783892631530762
twi,0.9899609088897705,0.9770288467407227,0.9791306853294373,0.9911119341850281
wol,0.9864956140518188,0.9425508379936218,0.9824798703193665,0.9866073727607727
xho,0.9848998188972473,0.9447908401489258,0.9859444499015808,0.979476273059845
yor,0.9758346080780029,0.9311795234680176,0.9700273871421814,0.9833597540855408
zul,0.9856709241867065,0.956214964389801,0.9837760329246521,0.9860562682151794
