layer,model,rank_type,language,cosine,config
1,xlmr,top5,nya,0.9999414535670749,use1_use0_con0_max250_bat64
1,xlmr,top5,tsn,0.9999127059978301,use1_use0_con0_max250_bat64
1,xlmr,top5,zul,0.9998999629961085,use1_use0_con0_max250_bat64
1,xlmr,top5,ewe,0.9998979055035863,use1_use0_con0_max250_bat64
1,xlmr,top5,sna,0.999891367651186,use1_use0_con0_max250_bat64
1,xlmr,worst5,hau,0.9994012261656943,use1_use0_con0_max250_bat64
1,xlmr,worst5,pcm,0.9995062882179809,use1_use0_con0_max250_bat64
1,xlmr,worst5,swa,0.9995358932529693,use1_use0_con0_max250_bat64
1,xlmr,worst5,bam,0.999612226111998,use1_use0_con0_max250_bat64
1,xlmr,worst5,fon,0.9996400217401489,use1_use0_con0_max250_bat64
2,xlmr,top5,tsn,0.9999883183075622,use1_use0_con0_max250_bat64
2,xlmr,top5,nya,0.9999839828462348,use1_use0_con0_max250_bat64
2,xlmr,top5,kin,0.9999831446000016,use1_use0_con0_max250_bat64
2,xlmr,top5,zul,0.999982446331951,use1_use0_con0_max250_bat64
2,xlmr,top5,ewe,0.999981366120541,use1_use0_con0_max250_bat64
2,xlmr,worst5,pcm,0.9999213373424845,use1_use0_con0_max250_bat64
2,xlmr,worst5,hau,0.9999332496226345,use1_use0_con0_max250_bat64
2,xlmr,worst5,bam,0.9999497054797528,use1_use0_con0_max250_bat64
2,xlmr,worst5,swa,0.9999501313421361,use1_use0_con0_max250_bat64
2,xlmr,worst5,bbj,0.9999505005661146,use1_use0_con0_max250_bat64
3,xlmr,top5,tsn,0.9999939827593456,use1_use0_con0_max250_bat64
3,xlmr,top5,twi,0.9999919112004019,use1_use0_con0_max250_bat64
3,xlmr,top5,luo,0.9999910106333384,use1_use0_con0_max250_bat64
3,xlmr,top5,ewe,0.9999906564892493,use1_use0_con0_max250_bat64
3,xlmr,top5,zul,0.9999903992655427,use1_use0_con0_max250_bat64
3,xlmr,worst5,pcm,0.9999739731271313,use1_use0_con0_max250_bat64
3,xlmr,worst5,swa,0.9999777296026393,use1_use0_con0_max250_bat64
3,xlmr,worst5,bbj,0.9999794114304703,use1_use0_con0_max250_bat64
3,xlmr,worst5,wol,0.9999817042343796,use1_use0_con0_max250_bat64
