,DATE,PER,ORG,LOC,Mean
twi,,0.9929933547973633,0.9908635020256042,0.9911178946495056,0.9916582504908243
kin,,0.9843936562538147,0.9883257150650024,0.9843639135360718,0.985694428284963
luo,,0.9815998673439026,0.9845341444015503,0.9846144318580627,0.9835828145345052
pcm,,0.9936279654502869,0.9588289260864258,0.9900655746459961,0.980840822060903
ewe,,0.9745133519172668,0.9839484691619873,0.9831476211547852,0.9805364807446798
lug,,0.9682049751281738,0.9842690229415894,0.9881266355514526,0.9802002112070719
swa,,0.9818210601806641,0.9648739099502563,0.9921546578407288,0.9796165426572164
tsn,,0.9851469993591309,0.9763813614845276,0.9705425500869751,0.9773569703102112
bam,,0.9897279739379883,0.9626346826553345,0.9517425298690796,0.9680350621541342
sna,,0.9806470274925232,0.9681200981140137,0.9531623125076294,0.967309812704722
ibo,,0.9916221499443054,0.9814560413360596,0.9273885488510132,0.9668222467104594
zul,,0.9612401723861694,0.9812213182449341,0.9577571153640747,0.9667395353317261
nya,,0.9954617619514465,0.9862667918205261,0.9164917469024658,0.9660734335581461
wol,,0.9862485527992249,0.9785801768302917,0.9298425316810608,0.9648904204368591
hau,,0.9843368530273438,0.9794284701347351,0.9250329732894897,0.9629327654838562
mos,,0.9806357026100159,0.98288893699646,0.9229716062545776,0.9621654152870178
bbj,,0.9847199320793152,0.977497935295105,0.9097519516944885,0.9573232730229696
fon,,0.9656401872634888,0.9846096038818359,0.9108865261077881,0.9537121057510376
xho,,0.9380518794059753,0.9766721725463867,0.9342816472053528,0.9496685663859049
yor,,0.960590660572052,0.9765691161155701,0.9020049571990967,0.9463882446289062
