,LOC,PER,ORG,DATE,Mean
lug,0.9975509,0.99828374,0.9969665,0.98689044,0.9949229
kin,0.99611044,0.9931155,0.993331,0.98888063,0.99285936
nya,0.99343663,0.99545455,0.9934734,0.9864122,0.99219424
sna,0.9930378,0.9912946,0.9930558,0.98843884,0.9914568
zul,0.99098295,0.99239707,0.988348,0.9785774,0.98757637
xho,0.99079645,0.9770957,0.992201,0.9896716,0.9874412
tsn,0.98682845,0.9885485,0.9911866,0.9827075,0.9873178
luo,0.99008775,0.9898975,0.98870003,0.9779985,0.9866709
wol,0.9829012,0.98493534,0.98494554,0.97611475,0.9822242
hau,0.980606,0.98307335,0.97978985,0.9848279,0.98207426
ibo,0.98461616,0.9860691,0.98046875,0.9713071,0.98061526
swa,0.97477806,0.9810539,0.9763101,0.9663523,0.97462356
twi,0.9723312,0.9785644,0.9816523,0.9607041,0.973313
ewe,0.97158045,0.9773221,0.97401226,0.9664376,0.97233814
bam,0.96976507,0.9779322,0.964624,0.97600174,0.97208077
mos,0.96057194,0.9825288,0.9736016,0.96449673,0.9702997
yor,0.95530736,0.9548265,0.9610282,0.9457654,0.95423186
pcm,0.9496009,0.9662676,0.9616834,0.93147296,0.95225626
fon,0.94491637,0.9622749,0.94734395,0.89902985,0.9383912
bbj,0.89222133,0.9444666,0.88853216,0.91568375,0.910226
