,ORG,PER,LOC,DATE,Mean
lug,0.64424,0.6760965,0.653433,0.57630503,0.63751864
kin,0.6127434,0.6255851,0.60338575,0.57048774,0.6030505
nya,0.5840736,0.6131356,0.55989605,0.5480379,0.5762857
xho,0.58396924,0.5515715,0.5670849,0.5834633,0.57152224
sna,0.57795715,0.56007105,0.56848586,0.57193434,0.5696121
luo,0.5657673,0.61006874,0.56125015,0.5234607,0.56513673
tsn,0.57280046,0.5925344,0.5142695,0.5278672,0.5518679
zul,0.55877566,0.5773773,0.5475219,0.52068144,0.55108905
wol,0.5600614,0.57058585,0.53027844,0.4989122,0.53995943
twi,0.53221107,0.5912405,0.508257,0.48888576,0.5301486
hau,0.5274136,0.55036974,0.51196563,0.5286554,0.5296011
ibo,0.5093659,0.54552567,0.53244853,0.51839,0.5264325
swa,0.50679046,0.5796983,0.503572,0.49481663,0.5212193
bam,0.5055119,0.54219824,0.5170476,0.51293296,0.5194227
mos,0.5251844,0.5173298,0.48332292,0.47086254,0.49917492
ewe,0.5170979,0.52348685,0.4810229,0.45665652,0.49456602
pcm,0.49571753,0.557085,0.4679703,0.42122284,0.48549893
fon,0.48692653,0.5070002,0.4652679,0.4066928,0.46647185
yor,0.4192434,0.45376253,0.43038276,0.43221587,0.43390113
bbj,0.4284791,0.4824798,0.4034723,0.40331998,0.4294378
