,PER,LOC,DATE,ORG,Mean
lug,0.6836259,0.5651478,0.55812156,0.623758,0.60766333
kin,0.62542593,0.56602335,0.56217796,0.61905634,0.5931709
nya,0.6386715,0.5014143,0.52795446,0.6032796,0.56782997
luo,0.64775157,0.5378437,0.5096889,0.57470363,0.56749696
sna,0.5408195,0.54241925,0.5686696,0.5864451,0.5595884
xho,0.5508827,0.52720696,0.5782318,0.57913285,0.5588636
twi,0.6217405,0.51673204,0.49589825,0.5768844,0.55281377
ibo,0.5965652,0.5318434,0.5247685,0.5295223,0.54567486
tsn,0.613595,0.4787924,0.5185791,0.56899774,0.5449911
wol,0.59249026,0.50869334,0.4981934,0.5661727,0.54138744
zul,0.5644905,0.512676,0.5143369,0.5637493,0.5388132
swa,0.62677556,0.4913563,0.4981515,0.53166574,0.5369873
hau,0.574188,0.48027316,0.516858,0.53577816,0.5267743
bam,0.5630675,0.5136306,0.48791584,0.5024048,0.5167547
pcm,0.62077314,0.47793177,0.38998914,0.53128767,0.50499547
ewe,0.5700431,0.4736791,0.44287208,0.53095543,0.5043874
mos,0.5640551,0.46119714,0.43551028,0.5469024,0.5019162
fon,0.54683745,0.45685932,0.40816844,0.52262133,0.48362166
bbj,0.54250324,0.40310928,0.4098114,0.44526583,0.45017242
yor,0.46682084,0.4133878,0.43549845,0.4262357,0.4354857
