,ORG,DATE,PER,LOC,Mean
lug,0.9863594453689344,0.9706212405911837,0.9974080140193451,0.986373385756551,0.9851905214340037
kin,0.9907090515702347,0.9824457963198976,0.9891432728954351,0.9784249793013026,0.9851807750217175
twi,0.9946680769330671,0.9725383265154302,0.9930033901673259,0.9768355406907115,0.9842613335766337
luo,0.9931634493325786,0.9783180539110883,0.993380118775416,0.9682608664161215,0.9832806221088011
swa,0.9911597624252446,0.9666575938318422,0.9913890395591075,0.9822486070902998,0.9828637507266236
ibo,0.9898824115845863,0.9888762127167319,0.9894171182654612,0.9492648447495755,0.9793601468290887
sna,0.989107856324525,0.9900641917750458,0.9926180970672912,0.9445422659796643,0.9790831027866316
nya,0.9944246764039182,0.9744241598844476,0.9901987925866395,0.9540343261024752,0.9782704887443702
tsn,0.991105954959488,0.9791782954217408,0.9909425391265914,0.9438691905910461,0.9762739950247166
zul,0.987208419382407,0.9773827272225903,0.9823988104574205,0.9441829354335879,0.9727932231240015
hau,0.9872491094165254,0.9848574301888936,0.9917803368618153,0.9190171952598475,0.9707260179317705
wol,0.9871216512295917,0.9741657492326314,0.9889587467383637,0.9275976890143727,0.9694609590537399
bam,0.9722000685091557,0.9690355233179383,0.9884358022554511,0.9467878039607309,0.969114799510819
xho,0.9826100877897735,0.9893511866278415,0.9860110057336546,0.918200829487189,0.9690432774096147
ewe,0.9899152451998631,0.9166513175574671,0.9927062513022205,0.9761032087857129,0.9688440057113159
pcm,0.9852938195019598,0.9183276295531152,0.9944212853405273,0.9771981402748148,0.9688102186676043
mos,0.9892316226778982,0.9613541199858056,0.9907626975704644,0.9167493586193919,0.9645244497133899
fon,0.9807536760811579,0.9615427681187428,0.9903265761340734,0.9172833771651169,0.9624765993747727
yor,0.9879062047856683,0.9623101751727591,0.9711860569121065,0.8849253673434861,0.9515819510535051
bbj,0.9699101445771566,0.9392708574748349,0.9918815305770505,0.8959964442871845,0.9492647442290566
