,DATE,LOC,ORG,PER,Mean
lug,0.9882935,0.99636114,0.99593616,0.9979096,0.9946251
kin,0.9876463,0.99590456,0.99260277,0.9923606,0.99212855
nya,0.98410904,0.9937735,0.9924558,0.9942259,0.9911411
sna,0.98904675,0.99194133,0.9888958,0.9899492,0.9899583
xho,0.9902098,0.99017507,0.9871175,0.9823641,0.98746663
zul,0.97787595,0.98815054,0.98586786,0.9905985,0.9856232
tsn,0.981552,0.9839479,0.98660505,0.9857021,0.9844518
luo,0.9743531,0.9904226,0.9823358,0.99029917,0.9843527
wol,0.9739986,0.98339313,0.98173165,0.9840764,0.9807999
hau,0.9827094,0.9773284,0.9788194,0.9820442,0.9802253
ibo,0.9718338,0.98577845,0.97405636,0.9887537,0.98010564
twi,0.96940947,0.97635055,0.9846509,0.985056,0.9788667
swa,0.97004855,0.9780308,0.97374225,0.98906106,0.9777207
bam,0.9745642,0.97331583,0.96857196,0.98084515,0.9743243
ewe,0.9667249,0.97194934,0.9766046,0.97502184,0.9725752
mos,0.9601398,0.96445084,0.9737909,0.9803332,0.96967864
yor,0.9474937,0.9517482,0.9590981,0.95961756,0.9544894
pcm,0.9203171,0.95496416,0.9595368,0.97417253,0.9522477
fon,0.88829875,0.93876964,0.9504795,0.9684692,0.93650424
bbj,0.9234566,0.888043,0.9372376,0.95573133,0.9261172
