,PER,LOC,ORG,DATE
bam,0.999489426612854,0.9986210465431213,0.9998823404312134,0.9999059438705444
bbj,0.9998548030853271,0.9983496069908142,0.9999569654464722,0.9999316930770874
ewe,0.9999483823776245,0.9995117783546448,0.99993497133255,0.99986732006073
fon,0.9995694160461426,0.998906135559082,0.9999340176582336,0.9995699524879456
hau,0.9999621510505676,0.998475968837738,0.9998884201049805,0.9994848370552063
ibo,0.9999499917030334,0.999670147895813,0.9999600052833557,0.9999242424964905
kin,0.9999745488166809,0.9999574422836304,0.9999455213546753,0.9999113082885742
lug,0.9998925924301147,0.9997552037239075,0.9995408654212952,0.9997119903564453
luo,0.999973714351654,0.9998688697814941,0.9999311566352844,0.999928891658783
mos,0.9995177984237671,0.9992266297340393,0.9999227523803711,0.9997299313545227
nya,0.9999111890792847,0.9996265172958374,0.9999695420265198,0.9997668862342834
pcm,0.9999808669090271,0.9998995065689087,0.9995142817497253,0.9986541867256165
sna,0.9998757839202881,0.999610185623169,0.9998315572738647,0.9999549388885498
swa,0.9999555349349976,0.9999489188194275,0.9997701048851013,0.9985399842262268
tsn,0.9999211430549622,0.9994948506355286,0.9997715950012207,0.9999397993087769
twi,0.9999793171882629,0.9999251961708069,0.9999911785125732,0.9998255968093872
wol,0.9997361898422241,0.9990917444229126,0.9999516010284424,0.999941885471344
xho,0.999735951423645,0.9984920024871826,0.9998558163642883,0.9998457431793213
yor,0.9997283220291138,0.999300479888916,0.9999500513076782,0.9999295473098755
zul,0.9995505213737488,0.9995636343955994,0.9999747276306152,0.9999563097953796
