,DATE,PER,ORG,LOC
bam,0.9999933838844299,0.9999969005584717,0.9999934434890747,0.9999885559082031
bbj,0.9999091625213623,0.9999986290931702,0.9999467134475708,0.9999932050704956
ewe,0.9998027086257935,0.9999982714653015,0.9999989867210388,0.9999939799308777
fon,0.9999926686286926,0.9999978542327881,0.9999957084655762,0.9998945593833923
hau,0.9999738335609436,0.9999577403068542,0.9999749660491943,0.9999774694442749
ibo,0.9999904036521912,0.9999971389770508,0.9999632835388184,0.9999916553497314
kin,0.9999967217445374,0.9999975562095642,0.9999990463256836,0.999995231628418
lug,0.9999951124191284,0.9999992847442627,0.9999929666519165,0.999997079372406
luo,0.9999906420707703,0.9999991059303284,0.999998927116394,0.999991238117218
mos,0.9999958276748657,0.9999976754188538,0.9999980330467224,0.9999861121177673
nya,0.9999914765357971,0.9999990463256836,0.9999986290931702,0.999991238117218
pcm,0.9999922513961792,0.999931812286377,0.9999923706054688,0.999947726726532
sna,0.9999945163726807,0.9999960064888,0.999997615814209,0.9999911785125732
swa,0.9999023079872131,0.9999974966049194,0.9999814629554749,0.9999722838401794
tsn,0.9999951720237732,0.9999969601631165,0.999998152256012,0.9999904632568359
twi,0.9999901652336121,0.9999969601631165,0.9999986290931702,0.9999913573265076
wol,0.9999937415122986,0.9999977350234985,0.9999980330467224,0.9999881982803345
xho,0.9999978542327881,0.9999979734420776,0.9999961256980896,0.999988853931427
yor,0.9999937415122986,0.9999960064888,0.9999986886978149,0.9999900460243225
zul,0.9999923706054688,0.9999973773956299,0.9999962449073792,0.9999867677688599
