,PER,ORG,LOC,DATE,Mean
kin,0.9917999111163232,0.9898305915502382,0.9939553946386664,0.9865676237872348,0.9905383802731156
nya,0.9937014556091986,0.9921133858279018,0.9914002593155149,0.9819738471979512,0.9897972369876417
lug,0.995889433962403,0.9860377067530489,0.9878481651055114,0.9875151536744194,0.9893226148738458
sna,0.988304126803677,0.9901879220136779,0.9890459819918705,0.9859131260945044,0.9883627892259323
xho,0.9724265206616379,0.9882346369659903,0.9854979694552432,0.9869076192035876,0.9832666865716148
tsn,0.9867119898804495,0.9822492344487046,0.9806953606269786,0.9808794451028358,0.9826340075147421
luo,0.9852315417249601,0.9805360855936293,0.9865718999584553,0.976234508092049,0.9821435088422734
zul,0.9866802208736983,0.9880988610720824,0.9707439302537701,0.9754140285366772,0.980234260184057
hau,0.9843541749806219,0.9800080846973435,0.9775784171562469,0.9785637665596497,0.9801261108484656
twi,0.9812693346504444,0.9847084404789525,0.9778952432712756,0.9688164802533378,0.9781723746635026
wol,0.9816904099576393,0.9831800333883268,0.9771161372713814,0.9695475038093849,0.9778835211066831
ibo,0.9883028493312154,0.9592022898245549,0.9811005411427841,0.9765208622902399,0.9762816356471986
swa,0.9862779775653419,0.9713037019929577,0.9762373961949561,0.9604959883899841,0.97357876603581
mos,0.9789123785816006,0.9802788026655436,0.9686957700883175,0.9572522457959526,0.9712847992828535
bam,0.9772745657256166,0.9627012571421143,0.9683439642692919,0.9755995765174055,0.970979840913607
ewe,0.9733436755044973,0.9724040749501057,0.9686169226917685,0.9616180901649972,0.9689956908278422
yor,0.9638431149928165,0.9666319038469819,0.952540247387549,0.9462655647526813,0.9573202077450073
pcm,0.9711025720222891,0.9525234408746325,0.9494962515145489,0.9105313643324101,0.9459134071859702
bbj,0.9566131003849916,0.9232660258718317,0.8882431121102626,0.9298467074424945,0.9244922364523951
fon,0.9581819518643638,0.9222743297998032,0.9383796284610227,0.8601712460294766,0.9197517890386666
