,DATE,LOC,PER,ORG,Mean
ibo,,0.9989372491836548,,0.99940425157547,0.9991707503795624
tsn,,0.9985056519508362,,0.999576210975647,0.9990409314632416
kin,,,,0.9990063309669495,0.9990063309669495
wol,,,,0.9987635612487793,0.9987635612487793
yor,,0.9984776973724365,,0.9989252090454102,0.9987014532089233
zul,,0.9975767731666565,,,0.9975767731666565
nya,,,,0.9973784685134888,0.9973784685134888
xho,,0.9980095028877258,0.9910907745361328,,0.9972682105643409
luo,,,0.9815013408660889,0.9988870024681091,0.9970242530107498
bbj,,,,0.996972918510437,0.996972918510437
sna,,0.9983200430870056,0.9833940863609314,,0.9967208334377834
hau,,,0.9772132039070129,0.999047040939331,0.996707701257297
mos,,,0.9845576882362366,0.9969441890716553,0.9956170639821461
lug,,,0.9864619970321655,0.9965369701385498,0.9954575087342944
fon,,,0.9949973225593567,,0.9949973225593567
pcm,,0.9965959191322327,0.9800553917884827,,0.9948237197739738
ewe,,,0.9921163320541382,0.9946482181549072,0.9943769446441105
bam,,,,0.9921379685401917,0.9921379685401917
swa,,,0.9892928004264832,,0.9892928004264832
twi,,,0.9854292273521423,,0.9854292273521423
