,DATE,LOC,PER,ORG,Mean
swa,,,0.9999880194664001,,0.9999880194664001
sna,,0.9999873042106628,0.999980092048645,,0.9999865314790181
kin,,,,0.9999808073043823,0.9999808073043823
nya,,,,0.9999777674674988,0.9999777674674988
fon,,,0.999973714351654,,0.999973714351654
twi,,,0.9999732971191406,,0.9999732971191406
lug,,,0.9999686479568481,0.9999724626541138,0.9999720539365496
pcm,,0.9999708533287048,0.9999777674674988,,0.9999715941292899
zul,,0.9999714493751526,,,0.9999714493751526
ewe,,,0.9999783635139465,0.9999693036079407,0.9999702743121556
hau,,,0.9999748468399048,0.9999638795852661,0.9999650546482631
bbj,,0.9999721050262451,,0.9999573230743408,0.999964714050293
bam,,,,0.9999630451202393,0.9999630451202393
xho,,0.9999598860740662,0.9999781847000122,,0.9999618466411319
wol,,,,0.9999588131904602,0.9999588131904602
tsn,,0.9999702572822571,,0.9999322295188904,0.9999512434005737
yor,,0.9999396204948425,,0.99994957447052,0.9999445974826813
mos,,,0.9999786615371704,0.9999349117279053,0.9999395992074694
luo,,,0.9999566078186035,0.9999318718910217,0.9999345221689769
ibo,,0.9999845027923584,,0.99986732006073,0.9999259114265442
