,LOC,ORG,PER,DATE
bam,0.9660696387290955,0.9494569897651672,0.9700583815574646,0.9631354212760925
bbj,0.9299920797348022,0.9688959121704102,0.9753990173339844,0.9519996643066406
ewe,0.9558060765266418,0.9745924472808838,0.9755918979644775,0.9410470724105835
fon,0.9586699604988098,0.9703537821769714,0.9582972526550293,0.9346798062324524
hau,0.9677978754043579,0.9789431691169739,0.9811465740203857,0.9686243534088135
ibo,0.9706771373748779,0.9699003100395203,0.9879529476165771,0.9799184799194336
kin,0.9866799712181091,0.9834970831871033,0.9863207340240479,0.9757253527641296
lug,0.9721972942352295,0.9869438409805298,0.9931347370147705,0.9619803428649902
luo,0.9743164777755737,0.9690744280815125,0.9843963980674744,0.9742201566696167
mos,0.9741902947425842,0.9802958369255066,0.9824422597885132,0.9531266093254089
nya,0.974790096282959,0.9851247072219849,0.9898533225059509,0.9703692197799683
pcm,0.9482890963554382,0.9453336596488953,0.975163459777832,0.9044482707977295
sna,0.9801862835884094,0.9872196912765503,0.9861656427383423,0.9700198173522949
swa,0.9593003988265991,0.9545304775238037,0.9854578971862793,0.949237585067749
tsn,0.9531466960906982,0.9548364877700806,0.9716854691505432,0.9702914357185364
twi,0.9818330407142639,0.9812150597572327,0.9846009612083435,0.9649710655212402
wol,0.9613327980041504,0.9765268564224243,0.9775500893592834,0.9595639109611511
xho,0.9751335382461548,0.9838111996650696,0.9674317836761475,0.9812779426574707
yor,0.9326320886611938,0.969865083694458,0.9636530876159668,0.9554676413536072
zul,0.9578332901000977,0.989000141620636,0.9812450408935547,0.9744669198989868
