,PER,ORG,LOC,DATE,Mean
kin,0.9622215032577515,0.9753426313400269,0.9783973097801208,,0.9764433161726276
twi,0.9595001339912415,0.982852041721344,0.9650459289550781,,0.9735281450077168
luo,0.9617334008216858,0.9689846634864807,0.9757536053657532,,0.9720593557774442
ibo,0.9562131762504578,0.9742204546928406,0.9687645435333252,,0.9710474702918414
zul,0.9601442217826843,0.9756654500961304,0.966424822807312,,0.9707276340827201
tsn,0.9559453129768372,0.9704208374023438,0.9703958034515381,,0.9699870677827631
mos,0.9402557611465454,0.9809208512306213,0.9585230350494385,,0.9688637048295401
lug,0.9358574151992798,0.9782869815826416,0.9596737027168274,,0.9680155967045756
swa,0.9490383863449097,0.9627416133880615,0.9738752245903015,,0.9677471559024552
fon,0.9447914361953735,0.9804753065109253,0.955890953540802,,0.9675018185550727
ewe,0.9515241384506226,0.9740999937057495,0.9576349258422852,,0.9654496931335301
hau,0.9546485543251038,0.9700902700424194,0.9592751860618591,,0.9643904705649441
sna,0.9561184048652649,0.9588540196418762,0.9693512916564941,,0.9638701046554787
bam,0.9518536329269409,0.952152669429779,0.9727914333343506,,0.9621627770581291
wol,0.9651307463645935,0.9676499962806702,0.9564428925514221,,0.9621362784533825
xho,0.9473330974578857,0.9689697027206421,0.9543658494949341,,0.961250261195655
pcm,0.9529462456703186,0.9448633790016174,0.9770641326904297,,0.9607302361321681
nya,0.9506610631942749,0.967503011226654,0.9525124430656433,,0.9597354942155116
bbj,0.9630306959152222,0.9718838930130005,0.9444311857223511,,0.958299475966148
yor,0.946721076965332,0.9701522588729858,0.9073531627655029,,0.9389847991535964
