,PER,LOC,ORG,DATE,Mean
lug,0.85755515,0.95780754,0.94477874,0.9190373,0.9197947
luo,0.86226356,0.93391925,0.9453902,0.90743494,0.912252
tsn,0.8613293,0.9181969,0.9404242,0.9096216,0.907393
nya,0.8579234,0.9022573,0.94396794,0.9206885,0.90620935
kin,0.85978746,0.9100197,0.9418466,0.9124867,0.90603507
twi,0.84795743,0.9299089,0.9533215,0.87711143,0.9020748
zul,0.85304266,0.9021166,0.93108743,0.92028624,0.9016332
swa,0.8537276,0.93323493,0.9113859,0.89583087,0.89854485
sna,0.84694386,0.9146332,0.94425523,0.88680005,0.89815813
wol,0.85059136,0.88725114,0.9298541,0.903489,0.8927964
mos,0.85192823,0.8909703,0.9328606,0.8946905,0.8926124
xho,0.86101836,0.86544454,0.93075466,0.9115487,0.8921915
bam,0.8512671,0.90149224,0.9114062,0.89587176,0.8900093
ewe,0.820255,0.9106804,0.9370328,0.86635894,0.8835818
ibo,0.8602475,0.87027705,0.86804247,0.8638305,0.8655994
yor,0.8156482,0.8620783,0.90807104,0.87383235,0.8649075
bbj,0.8601356,0.8597652,0.91645586,0.80110407,0.8593652
pcm,0.80167234,0.79991853,0.9218297,0.88932395,0.85318613
fon,0.8590313,0.7047231,0.921731,0.8843105,0.842449
hau,0.83407557,0.6742996,0.73167974,0.63337314,0.71835697
