,DATE,ORG,PER,LOC,Mean
twi,0.970509445914876,0.9869305088934391,0.9854268346379592,0.9626694866338265,0.9763840690200252
kin,0.9702634323507463,0.9867865831034398,0.9830299881394765,0.9647791789427029,0.9762147956340914
lug,0.9680514676060165,0.9621367103844047,0.9954830398415913,0.9703145003692335,0.9739964295503114
ibo,0.9808762448347256,0.9774897531135945,0.9835467831660287,0.9514691908930635,0.973345493001853
sna,0.9805877931542181,0.9824333353956822,0.9833685907842422,0.9450243088665775,0.97285350705018
luo,0.9534335799022635,0.9810050211548434,0.9866624290435804,0.9626215519196272,0.9709306455050787
zul,0.9632650197048944,0.9848726365008842,0.9776927699977166,0.9461906156567469,0.9680052604650605
nya,0.9569176331184241,0.9858257983726174,0.9819590196655879,0.9448859390662623,0.9673970975557229
tsn,0.9691567918743015,0.9770297022426366,0.9851306683603052,0.9379133333084196,0.9673076239464157
ewe,0.959683932221421,0.982952147922666,0.9793684360392064,0.9454503999909785,0.966863729043568
xho,0.9720133794091435,0.9788470701266749,0.9815141719811721,0.9301123043358361,0.9656217314632067
wol,0.9657118382491566,0.9808979524509162,0.9799335306599107,0.9259742346630787,0.9631293890057656
bam,0.955711462155323,0.9661594624391806,0.9805628113003418,0.9339442474406244,0.9590944958338674
mos,0.9491576262772722,0.980397001794643,0.9859234610298733,0.9190885548450135,0.9586416609867005
swa,0.9226455759038226,0.9686260390458824,0.9806662680907321,0.9518289068534709,0.955941697473477
yor,0.9562054988679703,0.978040668885669,0.9679135923573625,0.9036133236852542,0.951443270949064
fon,0.9285136400568496,0.9788996652597124,0.9832028932860147,0.9134716339253428,0.9510219581319799
bbj,0.937934397781884,0.9743653676611134,0.982335519618153,0.9090429856755392,0.9509195676841724
pcm,0.8914186933630106,0.9620485835921833,0.9868084002002645,0.9405323999310221,0.9452020192716202
hau,0.9232927494184673,0.965349722366167,0.9766913853665449,0.9089285470762514,0.9435656010568576
