Language,Cosine_Similarity
lug,0.96076286
xho,0.95667905
zul,0.9555166
kin,0.9545557
nya,0.9230722
sna,0.91758287
luo,0.9043734
tsn,0.89648795
hau,0.8784528
wol,0.86629784
ibo,0.8497575
ewe,0.841269
bam,0.83507854
twi,0.8338667
mos,0.8114659
swa,0.772715
pcm,0.7427713
yor,0.7100916
fon,0.709702
bbj,0.6779424
