,PER,LOC,ORG,DATE,SWD_mean
bam,0.01313376824327861,0.014716766609126353,0.016669799080773373,0.012638677608720172,0.014289752885474627
bbj,0.0118390562292916,0.019406962717766874,0.013797075356706046,0.015347627472692693,0.015097680444114303
ewe,0.010122894280357286,0.013525949565519113,0.010056724789137661,0.020523945340755745,0.013557378493942451
fon,0.010811034590005875,0.016446197583718458,0.012093561413166753,0.015467130206161528,0.013704480948263154
hau,0.011048258587834425,0.019830831529361603,0.011404062559449812,0.009546661037347803,0.012957453428498411
ibo,0.011099399825070577,0.015032499328299309,0.009617403597985685,0.009602175866348261,0.011337869654425958
kin,0.01062052438101091,0.011873682493387605,0.00889416785139474,0.009715009212413861,0.010275845984551779
lug,0.005453179214782722,0.01144739582832699,0.01263370083506743,0.011432509314545314,0.010241696298180614
luo,0.011337404832374887,0.012038224538628128,0.010671401097170019,0.010598042743367841,0.011161268302885219
mos,0.013136728462995961,0.014459477539276122,0.01151174777714914,0.01681118836859241,0.013979785537003409
nya,0.010769222764793085,0.011877250069119327,0.009687597815172921,0.01100575144528193,0.010834955523591816
pcm,0.009375569639814785,0.011853024374431698,0.012698996426479425,0.017704780260828556,0.012908092675388616
sna,0.009771149540938495,0.016399185248701542,0.01016386485844123,0.009510533162938373,0.01146118320275491
swa,0.012207740816847945,0.009642585408982995,0.012198064703625278,0.01380033698205807,0.011962181977878572
tsn,0.011066423635384126,0.0137544111794341,0.011583054618313327,0.011006371579242114,0.011852565253093417
twi,0.009484113121288829,0.012214031457006058,0.008656568604237691,0.013496961562850629,0.010962918686345802
wol,0.013365625591177377,0.016070119877440447,0.010545863040533732,0.010802547219100234,0.012696038932062947
xho,0.011511508069816045,0.0175954775113496,0.012410655936946569,0.010031050213001436,0.012887172932778412
yor,0.015542575010840665,0.01979291364295932,0.01216222016410029,0.01679393630092818,0.016072911279707114
zul,0.012953597995874588,0.014919518303941004,0.010788654908537865,0.010311813354746846,0.012243396140775076
