,DATE,ORG,LOC,PER,Mean
xho,0.9996818900108337,0.999762773513794,0.9997701048851013,0.9987883567810059,0.9997017215459775
lug,0.9993682503700256,0.9998249411582947,0.9997772574424744,0.9981376528739929,0.9995983869601519
zul,0.9993225932121277,0.9998053908348083,0.9996672868728638,0.9988349676132202,0.9995690599465982
luo,0.9994696974754333,0.999567985534668,0.9996986985206604,0.9991622567176819,0.9995627731848986
wol,0.999413788318634,0.9996573328971863,0.9995893239974976,0.9990133047103882,0.9995327056982578
tsn,0.9994170069694519,0.9996711611747742,0.9996030330657959,0.9987223744392395,0.9995313737636957
hau,0.9993752837181091,0.999801516532898,0.999640703201294,0.9975141882896423,0.9995253865535443
ibo,0.9995473623275757,0.9995694756507874,0.9995600581169128,0.9984288215637207,0.9995154982958084
nya,0.9989251494407654,0.9997751712799072,0.9997843503952026,0.9991620779037476,0.9994820898924118
kin,0.9990114569664001,0.9998337626457214,0.9998286366462708,0.9975736737251282,0.9994816336876307
swa,0.9994416832923889,0.9996142387390137,0.999342679977417,0.9988093972206116,0.9994409389984913
twi,0.9993761777877808,0.9995201230049133,0.9994902014732361,0.9984622001647949,0.9994237071428543
ewe,0.999361515045166,0.9994798302650452,0.9994827508926392,0.9986541867256165,0.9994110892980527
mos,0.999122142791748,0.9996637105941772,0.9994765520095825,0.9986889362335205,0.9993926531229264
bam,0.9992393851280212,0.9994903802871704,0.999115526676178,0.9986940026283264,0.9992591578226823
sna,0.9984697699546814,0.9997397661209106,0.999351978302002,0.9981309175491333,0.999146546308811
fon,0.998297393321991,0.9993820190429688,0.9994496703147888,0.9988428354263306,0.9990353278624706
bbj,0.9988528490066528,0.9991632699966431,0.9986331462860107,0.9985080361366272,0.9988686633415711
pcm,0.9986417889595032,0.9987418055534363,0.999045193195343,0.9986388683319092,0.998803029457728
yor,0.9982984662055969,0.9986132383346558,0.9986667633056641,0.998117983341217,0.9985104570021996
