,DATE,ORG,LOC,PER,Mean
lug,,0.9892578721046448,,0.9444338083267212,0.9844552938427243
wol,,0.9807150959968567,0.9791664481163025,,0.9799407720565796
nya,,0.9741803407669067,0.9846836924552917,,0.9794320166110992
ibo,,0.9740462303161621,0.9845315217971802,,0.9792888760566711
hau,,0.983189046382904,,0.9348868727684021,0.978013813495636
tsn,,0.974663496017456,0.978485107421875,,0.9765743017196655
twi,,0.9856324195861816,0.9694206118583679,0.9357343316078186,0.9751609203950414
xho,,,0.9777026176452637,0.9401281476020813,0.9736767815692084
mos,,0.9773914217948914,,0.9307856559753418,0.972397946885654
zul,,,0.9708515405654907,,0.9708515405654907
fon,,0.9683875441551208,0.9718040227890015,0.932266116142273,0.9679544815477336
luo,,0.9691352248191833,,0.9501932263374329,0.967105724981853
bam,,0.9585412740707397,0.9745174050331116,,0.9665293395519257
sna,,,0.9689001441001892,0.9341449737548828,0.9651763758489064
yor,,0.9607360363006592,0.9612686634063721,,0.9610023498535156
ewe,,0.9600383639335632,,0.9426593780517578,0.9581763297319412
bbj,,0.9594210982322693,0.9526809453964233,,0.9560510218143463
kin,,0.9757900834083557,0.9188303351402283,,0.947310209274292
swa,,,0.9447555541992188,0.9454702138900757,0.944832124880382
pcm,,,0.9368521571159363,0.9306628108024597,0.9361890128680638
