,DATE,ORG,PER,LOC
bam,0.9649351835250854,0.9638544321060181,0.9757164716720581,0.9444692134857178
bbj,0.9621567726135254,0.9831796288490295,0.9817166328430176,0.928203821182251
ewe,0.9620864391326904,0.9851365685462952,0.9833476543426514,0.9569615125656128
fon,0.9622139930725098,0.9824228286743164,0.985334575176239,0.9295378923416138
hau,0.9519999623298645,0.9729231595993042,0.980032205581665,0.9136970639228821
ibo,0.9864792227745056,0.9858494997024536,0.9846726059913635,0.9435088038444519
kin,0.9788886308670044,0.9893819093704224,0.9843272566795349,0.970839262008667
lug,0.9635136127471924,0.9579551815986633,0.9960305690765381,0.9714107513427734
luo,0.9769189953804016,0.9803115725517273,0.9779653549194336,0.9658316373825073
mos,0.9538461565971375,0.9839798212051392,0.9856995940208435,0.9456465244293213
nya,0.9768656492233276,0.989422082901001,0.9875830411911011,0.9568151831626892
pcm,0.9165123105049133,0.9647597074508667,0.9855997562408447,0.9611199498176575
sna,0.9849681854248047,0.984544575214386,0.985571563243866,0.9434174299240112
swa,0.9239869117736816,0.96381014585495,0.9778850078582764,0.968875527381897
tsn,0.9816445708274841,0.9767751693725586,0.9865455627441406,0.9557304978370667
twi,0.9720016717910767,0.9890348315238953,0.985856294631958,0.970949649810791
wol,0.9775087833404541,0.9836000800132751,0.9842473268508911,0.9379276633262634
xho,0.9802163243293762,0.9790686964988708,0.9827523827552795,0.9376879334449768
yor,0.9700358510017395,0.9839785099029541,0.9734291434288025,0.9274168014526367
zul,0.9793646931648254,0.9864077568054199,0.9802117347717285,0.9505142569541931
