,PER,ORG,DATE,LOC
bam,0.980129599571228,0.9565135836601257,,0.9627330899238586
bbj,0.975145161151886,0.974958062171936,,0.9351254105567932
ewe,0.9776548147201538,0.984607458114624,,0.9546371102333069
fon,0.9787750840187073,0.9821658134460449,,0.9534501433372498
hau,0.9786744117736816,0.9813517928123474,,0.9342667460441589
ibo,0.9829832315444946,0.9834252595901489,,0.9450982213020325
kin,0.9781534671783447,0.9856153726577759,,0.9780290722846985
lug,0.9789671301841736,0.9770786762237549,,0.9808863997459412
luo,0.977149248123169,0.9702373147010803,,0.9777029156684875
mos,0.9834440350532532,0.9844216704368591,,0.9605028629302979
nya,0.9869322776794434,0.9839234352111816,,0.9654166102409363
pcm,0.9803705811500549,0.9567052721977234,,0.9532963633537292
sna,0.9778978824615479,0.9839612245559692,,0.959664523601532
swa,0.9662622809410095,0.963445246219635,,0.945555567741394
tsn,0.9816954135894775,0.9839522242546082,,0.9592433571815491
twi,0.9850397109985352,0.9892152547836304,,0.9743257164955139
wol,0.9842403531074524,0.9796818494796753,,0.9512558579444885
xho,0.9599324464797974,0.9744133353233337,,0.9470458626747131
yor,0.9727550148963928,0.9779956340789795,,0.9246132373809814
zul,0.9778584241867065,0.9852547645568848,,0.9608709216117859
