,DATE,ORG,PER,LOC
bam,,0.9601224660873413,0.9811999797821045,0.9675425887107849
bbj,,0.9772516489028931,0.9789962768554688,0.9414004683494568
ewe,,0.986173152923584,0.9780892133712769,0.9675988554954529
fon,,0.9852432012557983,0.9809017777442932,0.9570099711418152
hau,,0.9837955832481384,0.9784709215164185,0.9443700909614563
ibo,,0.9844415187835693,0.9848807454109192,0.9491173624992371
kin,,0.9863425493240356,0.9770840406417847,0.9842420220375061
lug,,0.9770072102546692,0.9794876575469971,0.9846869707107544
luo,,0.9821614623069763,0.9768274426460266,0.9808096289634705
mos,,0.9866248965263367,0.9847884774208069,0.9645377993583679
nya,,0.9828092455863953,0.9869445562362671,0.9643372297286987
pcm,,0.959638237953186,0.980911374092102,0.9656414985656738
sna,,0.9831874370574951,0.9770658016204834,0.9663448929786682
swa,,0.9618171453475952,0.9653687477111816,0.9587270021438599
tsn,,0.9826970100402832,0.9811717867851257,0.9680699110031128
twi,,0.9921571612358093,0.9855985045433044,0.9820563197135925
wol,,0.9802597761154175,0.9852103590965271,0.9545028209686279
xho,,0.9785860776901245,0.9630756378173828,0.9599164724349976
yor,,0.9808053374290466,0.9750996232032776,0.9485342502593994
zul,,0.9886457324028015,0.9815521240234375,0.9684722423553467
