,PER,LOC,DATE,ORG,Mean
twi,0.8683133125305176,0.9232920408248901,,0.9663523435592651,0.94049150089048
zul,0.8514626026153564,0.928963303565979,,0.956555187702179,0.9375915111235853
ibo,0.8522351980209351,0.9311912655830383,,0.9534575939178467,0.9372250392751874
fon,0.8453036546707153,0.920784056186676,,0.9585333466529846,0.9343178497170502
nya,0.8695257902145386,0.9230944514274597,,0.949058473110199,0.932309443095945
hau,0.8536171913146973,0.9155160784721375,,0.9574264883995056,0.9317814291648145
sna,0.8579781651496887,0.9252838492393494,,0.9440926313400269,0.9303461605647825
mos,0.8529515266418457,0.9207475781440735,,0.94672691822052,0.9291644714913279
ewe,0.8400619029998779,0.9141669869422913,,0.9402774572372437,0.9222886191224152
tsn,0.8600066304206848,0.9127854704856873,,0.931677520275116,0.9187093332128705
xho,0.8417613506317139,0.8972139954566956,,0.9481245875358582,0.9180895967303582
bam,0.8422949910163879,0.9264935255050659,,0.9142705202102661,0.915962002187405
luo,0.8528401851654053,0.9286109805107117,,0.9079110026359558,0.9145579270596774
wol,0.8653906583786011,0.9021120071411133,,0.9278382658958435,0.9121684679445231
lug,0.8214764595031738,0.8857555985450745,,0.9490764737129211,0.911985494055838
kin,0.8560272455215454,0.9046388864517212,,0.9161405563354492,0.9073126001178093
pcm,0.855708658695221,0.9182643294334412,,0.8883681297302246,0.9006214614184398
swa,0.8525240421295166,0.890007734298706,,0.9049266576766968,0.8949232438825211
bbj,0.8592439293861389,0.8370040655136108,,0.9357170462608337,0.8848256525003685
yor,0.8047782778739929,0.8070700764656067,,0.9350782036781311,0.8673215440984042
