,PER,DATE,LOC,ORG,Mean
tsn,0.9970385,0.9955601,0.99906695,0.9987612,0.99760664
zul,0.9986805,0.99868375,0.9960354,0.99620163,0.9974003
ewe,0.99606174,0.9969795,0.99741375,0.9988627,0.9973295
sna,0.99724483,0.99447066,0.99630976,0.9998435,0.9969672
nya,0.998402,0.9923292,0.9966034,0.99966174,0.9967491
wol,0.9957014,0.9923908,0.9993891,0.9994173,0.99672467
luo,0.9964433,0.99312997,0.99725354,0.9994495,0.9965691
hau,0.9932671,0.9957124,0.99735326,0.9993649,0.99642444
pcm,0.9963678,0.99359876,0.99612147,0.9994163,0.9963761
bam,0.9958062,0.99602264,0.99562925,0.99788535,0.99633586
lug,0.9948527,0.9934837,0.99716634,0.99981594,0.99632967
xho,0.9984825,0.9962268,0.998819,0.9916563,0.99629617
twi,0.9960639,0.9919011,0.9969106,0.9994358,0.9960779
swa,0.99643904,0.993461,0.9957754,0.9985498,0.9960563
kin,0.9953714,0.99109316,0.9978431,0.99970526,0.9960032
yor,0.99626803,0.993868,0.99420273,0.9989723,0.9958278
mos,0.9956035,0.99182564,0.99502885,0.9992958,0.99543846
fon,0.9978929,0.98971164,0.9967761,0.99707776,0.9953646
ibo,0.9954959,0.988418,0.9961801,0.9993136,0.9948519
bbj,0.99403703,0.9893173,0.9941048,0.9989341,0.9940983
