,DATE,LOC,PER,ORG
bam,0.9768635034561157,0.9474471211433411,0.9779504537582397,0.9570140242576599
bbj,0.9604984521865845,0.921003520488739,0.9802778959274292,0.9811325073242188
ewe,0.9601788520812988,0.9638039469718933,0.9729186296463013,0.9853032231330872
fon,0.9593275785446167,0.9403406977653503,0.9814708232879639,0.9837531447410583
hau,0.9394361972808838,0.9374526143074036,0.9750915169715881,0.9796034097671509
ibo,0.9901807308197021,0.9289947152137756,0.9808666706085205,0.982964038848877
kin,0.9863506555557251,0.9672694802284241,0.9751318097114563,0.9836341142654419
lug,0.9637266993522644,0.9761571884155273,0.9787764549255371,0.9714006185531616
luo,0.9790593385696411,0.9706769585609436,0.972548246383667,0.9791193604469299
mos,0.9520648121833801,0.9455215334892273,0.9807803630828857,0.9823619723320007
nya,0.972757875919342,0.9380598664283752,0.9829770922660828,0.9793478846549988
pcm,0.8980613350868225,0.9591745734214783,0.9795076847076416,0.9469419121742249
sna,0.9847315549850464,0.954670250415802,0.9723591804504395,0.9794944524765015
swa,0.906259298324585,0.9620189070701599,0.970188558101654,0.954496443271637
tsn,0.9811492562294006,0.961965024471283,0.9802500009536743,0.9827300906181335
twi,0.9768823385238647,0.9737297296524048,0.982058048248291,0.9891278743743896
wol,0.9740669131278992,0.9255825877189636,0.9822343587875366,0.975648045539856
xho,0.9714273810386658,0.9485008120536804,0.9670054912567139,0.9755023717880249
yor,0.9711040258407593,0.92774897813797,0.9738353490829468,0.9753995537757874
zul,0.9741101264953613,0.9580457210540771,0.9771846532821655,0.9886841177940369
