,ORG,PER,LOC,DATE,Mean
lug,0.9916600584983826,0.9896010160446167,,,0.9906305372714996
hau,0.9871745109558105,0.9879325032234192,,,0.9875535070896149
twi,,0.9851564764976501,,,0.9851564764976501
kin,0.983241617679596,,,,0.983241617679596
wol,0.9826216697692871,,,,0.9826216697692871
mos,0.9800542593002319,0.9828205704689026,,,0.9814374148845673
nya,0.9811302423477173,,,,0.9811302423477173
sna,,0.9884630441665649,0.973313570022583,,0.980888307094574
luo,0.9803611636161804,0.9749860167503357,,,0.9776735901832581
ibo,0.9758313298225403,,0.9728851914405823,,0.9743582606315613
ewe,0.9699890613555908,0.9767857193946838,,,0.9733873903751373
xho,,0.973702609539032,0.9696369171142578,,0.9716697633266449
bam,0.9689683318138123,,,,0.9689683318138123
fon,,0.9682295322418213,,,0.9682295322418213
tsn,0.9734082221984863,,0.9630124568939209,,0.9682103395462036
zul,,,0.966627299785614,,0.966627299785614
swa,,0.9605786204338074,,,0.9605786204338074
pcm,,0.9667634963989258,0.9350380301475525,,0.9509007632732391
bbj,0.9661437273025513,,0.932362973690033,,0.9492533504962921
yor,0.953348696231842,,0.9310084581375122,,0.9421785771846771
