,DATE,PER,ORG,LOC
bam,,0.9997863173484802,0.9977304339408875,0.9994925856590271
bbj,,0.9996179938316345,0.9970400333404541,0.996657133102417
ewe,,0.9925804138183594,0.9988273978233337,0.9980517625808716
fon,,0.9992859363555908,0.997901976108551,0.9989559650421143
hau,,0.9958457350730896,0.9996532797813416,0.99952632188797
ibo,,0.9996606707572937,0.9995842576026917,0.9989293217658997
kin,,0.9993262887001038,0.999869167804718,0.9983027577400208
lug,,0.9999057650566101,0.9973268508911133,0.9999157190322876
luo,,0.9998656511306763,0.9980615377426147,0.9995995759963989
mos,,0.9946574568748474,0.9993934631347656,0.9990652799606323
nya,,0.9999350905418396,0.9952303171157837,0.9991968274116516
pcm,,0.9995880722999573,0.9954507350921631,0.9993662238121033
sna,,0.9998879432678223,0.9980229735374451,0.9979977011680603
swa,,0.9999036192893982,0.9943880438804626,0.9999791979789734
tsn,,0.9939807653427124,0.9945716857910156,0.9981886148452759
twi,,0.9989277124404907,0.9974573850631714,0.9999628067016602
wol,,0.9985929727554321,0.9945147037506104,0.9993504881858826
xho,,0.9993475675582886,0.9948348999023438,0.9982754588127136
yor,,0.9996073246002197,0.9976610541343689,0.9976771473884583
zul,,0.9990206360816956,0.9930608868598938,0.9993659257888794
