,ORG,DATE,LOC,PER,Mean
twi,0.9548978805541992,,0.921198844909668,0.8924770355224609,0.935468853644605
ibo,0.9343644380569458,,0.9170297980308533,,0.9256971180438995
lug,0.9350889921188354,,,0.8428488373756409,0.9252061183963504
fon,0.9503351449966431,,0.9052331447601318,0.832457423210144,0.9223882927084869
bam,0.9002230763435364,,0.941394567489624,,0.9208088219165802
mos,0.9325518608093262,,,0.8143565654754639,0.9198880791664124
hau,0.9409936666488647,,0.9044259190559387,0.8670434355735779,0.9195588669686947
tsn,0.9227100014686584,,0.9156705737113953,,0.9191902875900269
nya,0.9278125166893005,,0.9057321548461914,0.8792558312416077,0.9146487600398514
kin,0.9103173017501831,,0.9167525768280029,0.8764931559562683,0.9114382345721407
ewe,0.9139270186424255,,,0.8582108020782471,0.9079574240105492
sna,0.9028018712997437,,0.9113637208938599,0.8708576560020447,0.9050323164687967
swa,0.8934601545333862,,0.9129858016967773,0.87558913230896,0.9016587981637919
luo,0.9013441205024719,,,0.8845214247703552,0.899541688816888
wol,0.9010884761810303,,0.8966939449310303,0.8866099119186401,0.8981960427086308
zul,,,0.8908125162124634,0.8649187088012695,0.8880381797041211
bbj,0.9325987696647644,,0.8385825753211975,,0.885590672492981
pcm,0.8246440887451172,,0.944054901599884,0.8537209630012512,0.8826158046722412
xho,,,0.8716981410980225,0.8399213552474976,0.8682934854711805
yor,0.9205895662307739,,0.7594147324562073,,0.8400021493434906
