,ORG,LOC,DATE,PER
bam,0.999998927116394,0.9999992251396179,0.9999995231628418,0.999995768070221
bbj,0.9999995231628418,0.9999982118606567,0.9999991655349731,0.9999960660934448
ewe,0.9999997019767761,0.9999995827674866,0.9999992251396179,0.9999958872795105
fon,0.9999997615814209,0.9999980926513672,0.9999988079071045,0.9999929070472717
hau,0.9999993443489075,0.9999971389770508,0.9999969601631165,0.9999949336051941
ibo,0.999999463558197,0.9999987483024597,0.9999997019767761,0.9999951124191284
kin,0.9999996423721313,0.9999998211860657,0.9999996423721313,0.999997615814209
lug,0.9999993443489075,0.9999997615814209,0.9999988079071045,0.9999950528144836
luo,0.999999463558197,0.9999995231628418,0.9999996423721313,0.9999974370002747
mos,0.9999995827674866,0.9999991655349731,0.9999980330467224,0.9999935030937195
nya,0.9999995231628418,0.9999986290931702,0.9999988079071045,0.9999967217445374
pcm,0.9999991059303284,0.9999987483024597,0.9999964833259583,0.9999948740005493
sna,0.9999992847442627,0.9999983906745911,0.9999994039535522,0.9999958276748657
swa,0.9999991655349731,0.9999997615814209,0.9999983310699463,0.9999969601631165
tsn,0.9999991655349731,0.9999995231628418,0.9999997019767761,0.9999969005584717
twi,0.9999997615814209,0.9999997019767761,0.9999995827674866,0.9999962449073792
wol,0.9999991059303284,0.999998152256012,0.9999991655349731,0.9999953508377075
xho,0.9999992251396179,0.9999984502792358,0.9999997019767761,0.9999951124191284
yor,0.9999996423721313,0.9999983906745911,0.9999992251396179,0.9999959468841553
zul,0.9999993443489075,0.9999993443489075,0.9999996423721313,0.9999949932098389
