,ORG,PER,DATE,LOC
bam,0.9789701104164124,,,
bbj,0.9885597825050354,,,0.9836112856864929
ewe,0.9899619221687317,0.9842497110366821,,
fon,,0.9812642931938171,,
hau,0.9862173795700073,0.9845168590545654,,
ibo,0.9915191531181335,,,0.9852944016456604
kin,0.9834036231040955,,,
lug,0.9963924884796143,0.9918917417526245,,
luo,0.9915730953216553,0.9863200783729553,,
mos,0.990391731262207,0.9869456887245178,,
nya,0.9828213453292847,,,
pcm,,0.9883201718330383,,0.987052321434021
sna,,0.9793981909751892,,0.978122889995575
swa,,0.9734445214271545,,
tsn,0.9903082251548767,,,0.9808098673820496
twi,,0.9883857369422913,,
wol,0.9917264580726624,,,
xho,,0.9791181683540344,,0.9814696907997131
yor,0.9843024611473083,,,0.9742893576622009
zul,,,,0.9756162166595459
