,ORG,PER,DATE,LOC
bam,0.7887549996376038,,,
bbj,0.6835943460464478,,,
ewe,0.7994363903999329,0.6578018665313721,,
fon,,0.6435272693634033,,
hau,0.6830615401268005,0.6935074329376221,,
ibo,0.7987852692604065,,,0.8485047817230225
kin,0.8547068238258362,,,
lug,0.9564143419265747,0.905775785446167,,
luo,0.8417686820030212,0.6940252780914307,,
mos,0.7567559480667114,0.624122142791748,,
nya,0.8014187812805176,,,
pcm,,0.7013756036758423,,0.839969277381897
sna,,0.6193203330039978,,0.8041808009147644
swa,,0.701145589351654,,
tsn,0.8414890170097351,,,0.8260408043861389
twi,,0.7094917297363281,,
wol,0.8100799322128296,,,
xho,,0.663317084312439,,0.8360533714294434
yor,0.6533610224723816,,,0.7083233594894409
zul,,,,0.8019844889640808
