,PER,LOC,ORG,DATE,SWD_mean
bam,0.006615777212118701,0.008559326367503672,0.009745811454195064,0.007005850085988641,0.00798169127995152
bbj,0.005959221131888626,0.01020013535344333,0.005740984601288801,0.008584889782014216,0.007621307717158743
ewe,0.006439671815314796,0.007209113395219902,0.0048662926105862425,0.008547280788661737,0.006765589652445669
fon,0.006443860431772919,0.008660857542054146,0.005630383213429013,0.007933387285902427,0.007167122118289626
hau,0.005695645639207214,0.010301306018845935,0.0060995397739134205,0.008408677569150314,0.007626292250279221
ibo,0.005352747812594316,0.009653566735323693,0.0047777927288734645,0.0049626840914243076,0.006186697842053945
kin,0.0069787802967766766,0.006129516405053437,0.004515444446496986,0.005598886314146512,0.005805656865618403
lug,0.007069443868203962,0.006223357327598933,0.007623359952958708,0.008424623356404481,0.007335196126291521
luo,0.006327999825771258,0.006940144579857588,0.0056527498186369485,0.005110279183554667,0.006007793351955115
mos,0.00599429149133357,0.008129410862238728,0.00498968955980672,0.008235344683043877,0.006837184149105724
nya,0.006037088473021868,0.008713472243471188,0.005586640571891621,0.006891240290769929,0.006807110394788651
pcm,0.005406492353358772,0.006298645665992808,0.006892242191952391,0.011084371496963286,0.007420437927066814
sna,0.006096302920468588,0.00790926444778961,0.00671307129869092,0.0066617011189009645,0.006845084946462521
swa,0.005797022857223055,0.005041355755110999,0.007247649897180963,0.010142976835140871,0.007057251336163972
tsn,0.006279770444052701,0.008020203149499139,0.006043469965788972,0.005744377778682974,0.006521955334505947
twi,0.00559580711160379,0.006236190011804865,0.0038134969843213185,0.006203966077009682,0.005462365046184914
wol,0.005250035136214137,0.008409725997807982,0.005227592264873238,0.006436629560084839,0.006330995739745049
xho,0.006076388310702896,0.008412669344579626,0.005947248422216944,0.005998678140713309,0.006608746054553194
yor,0.006342369960293581,0.009471921806380124,0.005424149688224134,0.007282301732630003,0.00713018579688196
zul,0.005849730253430607,0.008200927413781756,0.00520287944800657,0.00591822098067496,0.006292939523973473
