,DATE,ORG,LOC,PER
bam,0.9999991655349731,0.9999993443489075,0.999999463558197,0.9999995827674866
bbj,0.9999986290931702,0.9999994039535522,0.9999989867210388,0.9999995827674866
ewe,0.9999983310699463,0.9999995827674866,0.9999995827674866,0.9999995827674866
fon,0.9999986290931702,0.9999995231628418,0.999999463558197,0.9999993443489075
hau,0.9999990463256836,0.9999991655349731,0.999999463558197,0.9999997019767761
ibo,0.999999463558197,0.9999995231628418,0.9999996423721313,0.9999998211860657
kin,0.999998927116394,0.9999995231628418,0.9999996423721313,0.9999995231628418
lug,0.9999991059303284,0.9999995231628418,0.9999998211860657,0.9999997615814209
luo,0.9999989867210388,0.9999992847442627,0.9999997019767761,0.9999995827674866
mos,0.9999985098838806,0.9999994039535522,0.9999995231628418,0.9999995827674866
nya,0.9999992847442627,0.9999993443489075,0.9999997019767761,0.9999998211860657
pcm,0.999996542930603,0.9999990463256836,0.999999463558197,0.9999995231628418
sna,0.9999992251396179,0.9999997615814209,0.9999992847442627,0.9999995827674866
swa,0.9999979734420776,0.9999991059303284,0.9999996423721313,0.9999994039535522
tsn,0.9999991655349731,0.9999993443489075,0.9999994039535522,0.9999997615814209
twi,0.9999991655349731,0.9999998211860657,0.9999995827674866,0.9999995827674866
wol,0.9999985098838806,0.9999993443489075,0.999999463558197,0.9999994039535522
xho,0.9999988675117493,0.9999995231628418,0.9999994039535522,0.9999991655349731
yor,0.9999990463256836,0.9999995231628418,0.9999988675117493,0.9999992847442627
zul,0.9999988675117493,0.9999995827674866,0.9999995231628418,0.9999995827674866
