,DATE,ORG,LOC,PER
bam,,0.9871997237205505,0.9996435642242432,0.996677815914154
bbj,,0.996372401714325,0.9920352697372437,0.9937102198600769
ewe,,0.9852694272994995,0.9958644509315491,0.9887797832489014
fon,,0.9874182343482971,0.9985048770904541,0.9926069974899292
hau,,0.9914358854293823,0.9976177215576172,0.9917475581169128
ibo,,0.9964569807052612,0.9923826456069946,
kin,,0.9960150122642517,0.9979749917984009,0.9973486661911011
lug,,0.9899457693099976,,0.9980860948562622
luo,,0.9858967661857605,,0.9997162222862244
mos,,0.9834001064300537,0.997252345085144,0.9891866445541382
nya,,0.9804134368896484,0.9975422620773315,0.997919499874115
pcm,,0.9803884029388428,0.9979441165924072,0.999841570854187
sna,,0.996105968952179,0.9887402653694153,0.99819016456604
swa,,0.9892166256904602,0.9980297088623047,0.9931990504264832
tsn,,0.9751825332641602,0.9973828196525574,
twi,,0.9968759417533875,0.9984740018844604,0.994453489780426
wol,,0.9724434018135071,0.99932461977005,0.9990274310112
xho,,0.9791746139526367,0.9956449270248413,0.9942701458930969
yor,,0.9963452219963074,0.9923054575920105,
zul,,0.998233437538147,0.9840941429138184,0.9929398894309998
