,DATE,ORG,LOC,PER,Mean
kin,0.9999966621398926,0.9999961256980896,0.9999973177909851,0.9999966621398926,0.999996691942215
sna,0.999994158744812,0.9999975562095642,0.9999956488609314,0.9999966621398926,0.9999960064888
nya,0.9999956488609314,0.9999958276748657,0.9999949932098389,0.9999971985816956,0.9999959170818329
luo,0.9999954700469971,0.999994158744812,0.9999955892562866,0.9999964237213135,0.9999954104423523
zul,0.999991774559021,0.999997079372406,0.9999927282333374,0.9999951720237732,0.9999941885471344
xho,0.9999963641166687,0.9999948740005493,0.9999929666519165,0.9999915957450867,0.9999939501285553
lug,0.9999914169311523,0.9999880790710449,0.9999954104423523,0.9999988675117493,0.9999934434890747
wol,0.9999932646751404,0.9999951124191284,0.9999901652336121,0.9999940991401672,0.999993160367012
tsn,0.9999969005584717,0.9999902248382568,0.999989926815033,0.9999954700469971,0.9999931305646896
ewe,0.9999873638153076,0.9999964237213135,0.9999938607215881,0.9999912977218628,0.999992236495018
twi,0.9999874234199524,0.9999937415122986,0.9999901652336121,0.9999961853027344,0.9999918788671494
bbj,0.9999883770942688,0.9999942183494568,0.9999861717224121,0.9999935030937195,0.9999905675649643
yor,0.9999836087226868,0.9999935030937195,0.9999855756759644,0.9999921321868896,0.9999887049198151
ibo,0.9999805688858032,0.9999926686286926,0.9999872446060181,0.9999932646751404,0.9999884366989136
mos,0.999977171421051,0.9999950528144836,0.999985933303833,0.9999949932098389,0.9999882876873016
pcm,0.9999819993972778,0.9999840259552002,0.9999894499778748,0.9999963641166687,0.9999879598617554
hau,0.9999753832817078,0.9999876022338867,0.9999897480010986,0.9999932050704956,0.9999864846467972
swa,0.999968409538269,0.9999884366989136,0.9999927282333374,0.9999921917915344,0.9999854415655136
bam,0.9999843835830688,0.9999820590019226,0.9999807476997375,0.9999916553497314,0.9999847114086151
fon,0.9999707341194153,0.999990701675415,0.9999794960021973,0.9999890923500061,0.9999825060367584
