,DATE,PER,ORG,LOC,Mean
lug,0.55812156,0.684788,0.623758,0.5651478,0.60795385
kin,0.56217796,0.6254668,0.61905634,0.56602335,0.59318113
nya,0.52795446,0.6390901,0.6032796,0.5014143,0.56793463
luo,0.5096889,0.64868236,0.57470363,0.5378437,0.56772965
sna,0.5686696,0.5410855,0.5864451,0.54241925,0.55965483
xho,0.5782318,0.5509522,0.57913285,0.52720696,0.5588809
twi,0.49589825,0.6226367,0.5768844,0.51673204,0.5530378
ibo,0.5247685,0.5978435,0.5295223,0.5318434,0.5459944
tsn,0.5185791,0.61405617,0.56899774,0.4787924,0.54510635
wol,0.4981934,0.5926285,0.5661727,0.50869334,0.541422
zul,0.5143369,0.5643361,0.5637493,0.512676,0.5387746
swa,0.4981515,0.62704915,0.53166574,0.4913563,0.5370557
hau,0.516858,0.5743124,0.53577816,0.48027316,0.5268054
bam,0.48791584,0.563971,0.5024048,0.5136306,0.5169805
pcm,0.38998914,0.6215129,0.53128767,0.47793177,0.50518036
ewe,0.44287208,0.5709981,0.53095543,0.4736791,0.50462615
mos,0.43551028,0.56514657,0.5469024,0.46119714,0.5021891
fon,0.40816844,0.54767215,0.52262133,0.45685932,0.48383033
bbj,0.4098114,0.5429561,0.44526583,0.40310928,0.45028567
yor,0.43549845,0.46720555,0.4262357,0.4133878,0.43558186
