,PER,DATE,LOC,ORG
bam,0.9681864380836487,,0.974646806716919,0.9524757862091064
bbj,0.9765293002128601,,0.9498857855796814,0.9704790711402893
ewe,0.9780154228210449,,0.9559845328330994,0.9761059880256653
fon,0.981243371963501,,0.9637735486030579,0.9769353866577148
hau,0.9795258045196533,,0.9415836930274963,0.9712707996368408
ibo,,,0.960292637348175,0.9773479104042053
kin,0.9795381426811218,,0.9545003175735474,0.9778114557266235
lug,0.9820358753204346,,,0.9681124091148376
luo,0.9781762361526489,,,0.9569733738899231
mos,0.983903706073761,,0.969399094581604,0.9763625264167786
nya,0.9880499243736267,,0.9699641466140747,0.9746386408805847
pcm,0.9827320575714111,,0.9557569622993469,0.9511970281600952
sna,0.9775769114494324,,0.9682616591453552,0.9781632423400879
swa,0.9788005948066711,,0.9374929666519165,0.9557919502258301
tsn,,,0.9632991552352905,0.9759165048599243
twi,0.9874488711357117,,0.9686886668205261,0.9831944108009338
wol,0.9858666062355042,,0.9621914029121399,0.9641737937927246
xho,0.9661042094230652,,0.9590741395950317,0.9624468088150024
yor,,,0.9367411136627197,0.9717573523521423
zul,0.978326678276062,,0.955295205116272,0.9785816073417664
