,PER,DATE,LOC,ORG
bam,,,0.9763966202735901,0.9557151794433594
bbj,0.9713085889816284,,0.9453617930412292,0.9707013368606567
ewe,0.9813622832298279,,,0.9800893664360046
fon,0.9823717474937439,,0.9638862013816833,0.9769830107688904
hau,0.9821938276290894,,0.952553927898407,0.9727829694747925
ibo,,,0.9654937386512756,0.9800282716751099
kin,0.9818520545959473,,0.9643837213516235,0.9808105826377869
lug,0.9841371774673462,,,0.9718618392944336
luo,0.9807266592979431,,,0.9635651707649231
mos,0.9866762161254883,,0.9654349088668823,0.980816125869751
nya,0.9908090233802795,,0.974601686000824,0.9797606468200684
pcm,0.9860488176345825,,0.9612639546394348,0.9499474763870239
sna,0.9820917844772339,,0.9720450043678284,0.9814993143081665
swa,0.9819739460945129,,0.9474227428436279,0.9642388224601746
tsn,,,0.9672001600265503,0.9789584279060364
twi,0.9877872467041016,,0.9711180925369263,0.9843686819076538
wol,0.9874289035797119,,0.9680455327033997,0.9714116454124451
xho,0.9716300368309021,,0.9670933485031128,
yor,,,0.9439271688461304,0.9767083525657654
zul,0.981295645236969,,0.9602414965629578,
