,DATE,PER,LOC,ORG
bam,,,,0.9330421090126038
bbj,,,,0.9078143835067749
ewe,,0.8536996245384216,,0.9393888711929321
fon,,0.8316164612770081,,
hau,,0.8672873973846436,,0.9476333260536194
ibo,,,0.9645010232925415,0.9517747759819031
kin,,,,0.9800682663917542
lug,,0.8602383136749268,,0.9846269488334656
luo,,0.821393609046936,,0.9626030921936035
mos,,0.8551868796348572,,0.9662632942199707
nya,,,,0.9664077758789062
pcm,,0.8334574103355408,0.9006227850914001,
sna,,0.8140549659729004,0.9665924310684204,
swa,,0.8196802139282227,,
tsn,,,0.9574159979820251,0.9541205167770386
twi,,0.8830972909927368,,
wol,,,,0.9676211476325989
xho,,0.828189492225647,0.9622036814689636,
yor,,,0.9325157403945923,0.9502838850021362
zul,,,0.9512482285499573,
