,DATE,PER,LOC,ORG
bam,,,0.9485562443733215,0.8685142397880554
bbj,,,0.8960976004600525,0.9327934384346008
ewe,,0.9679186344146729,,0.9297860860824585
fon,,0.9357640147209167,0.9494744539260864,0.9516843557357788
hau,,0.9861387610435486,0.9631239771842957,0.9743388891220093
ibo,,,0.9570454359054565,0.9553571343421936
kin,,0.9900293350219727,0.9663701057434082,0.9622471928596497
lug,,0.9838857650756836,,0.9772285223007202
luo,,0.9604853391647339,,0.9519469141960144
mos,,0.9739356637001038,,0.9636625647544861
nya,,0.9833542704582214,0.9649245738983154,0.9633134603500366
pcm,,0.9614035487174988,0.9330140352249146,0.9412487149238586
sna,,0.9761841297149658,0.9739892482757568,0.9791021943092346
swa,,0.946416437625885,0.948566734790802,0.9145574569702148
tsn,,,0.9587332010269165,0.9641270041465759
twi,,0.9779995083808899,0.9586806893348694,0.9714773893356323
wol,,0.9664785861968994,0.9582893252372742,0.9569666981697083
xho,,0.9487318396568298,0.9619607925415039,
yor,,,0.9210651516914368,0.9492402076721191
zul,,0.9747750759124756,0.9697915315628052,
