,DATE,PER,LOC,ORG
bam,,0.9749698638916016,0.9567567110061646,0.8997845649719238
bbj,,0.9685984253883362,0.9084673523902893,0.9444265961647034
ewe,,0.9745115041732788,0.9626768231391907,0.9471277594566345
fon,,0.9496507048606873,0.9597358703613281,0.9606930613517761
hau,,0.9888723492622375,0.9706906676292419,0.9780485033988953
ibo,,,0.9619160890579224,0.9669843316078186
kin,,0.9943639636039734,0.9746374487876892,0.9708235263824463
lug,,0.9888763427734375,,0.9841022491455078
luo,,0.9688423871994019,,0.9579693675041199
mos,,0.9812784194946289,0.9696863889694214,0.9690558910369873
nya,,0.9786554574966431,0.9716329574584961,0.9695980548858643
pcm,,0.9721829891204834,0.9594306945800781,0.9541251063346863
sna,,0.9795735478401184,0.9823012948036194,0.9847835898399353
swa,,0.9611747860908508,0.9672161936759949,0.9399430751800537
tsn,,,0.9677415490150452,0.9729059934616089
twi,,0.9825531244277954,0.968086302280426,0.9778860211372375
wol,,0.9716674089431763,0.9686245322227478,0.9671591520309448
xho,,0.9552667737007141,0.9698943495750427,0.9612477421760559
yor,,,0.9314867854118347,0.9592393040657043
zul,,0.9780698418617249,0.983085572719574,0.9675624370574951
