,LOC,DATE,PER,ORG,Mean
kin,0.9829186201095581,,0.9943639636039734,0.9890772700309753,0.9887866179148356
sna,0.9926039576530457,,0.9795735478401184,0.9896184206008911,0.9872653086980184
lug,0.9805179238319397,,0.9888763427734375,0.9917410612106323,0.9870451092720032
hau,0.9827767610549927,,0.9888723492622375,0.9827684760093689,0.9848058621088663
mos,0.9843463897705078,,0.9829756617546082,0.9820230007171631,0.983115017414093
twi,0.9798727035522461,,0.9825531244277954,0.9857125282287598,0.9827127854029337
nya,0.9793797135353088,,0.9786554574966431,0.9900777339935303,0.9827043016751608
tsn,0.9786919951438904,,0.9801953434944153,0.9839116334915161,0.9809329907099406
ibo,0.9750551581382751,,0.9862683415412903,0.9791582822799683,0.9801605939865112
zul,0.9687252044677734,,0.9780698418617249,0.9903432726860046,0.979046106338501
wol,0.9816899299621582,,0.9716674089431763,0.9820060133934021,0.9784544507662455
luo,0.9878255724906921,,0.9724112153053284,0.9726186394691467,0.9776184757550558
ewe,0.9770098328590393,,0.9745115041732788,0.9785885810852051,0.9767033060391744
xho,0.9799151420593262,,0.9552667737007141,0.9881986975669861,0.9744602044423422
pcm,0.960143506526947,,0.9721829891204834,0.9680025577545166,0.9667763511339823
fon,0.9727914929389954,,0.9585990905761719,0.9681195616722107,0.966503381729126
bam,0.968744695186615,,0.984282374382019,0.936633288860321,0.9632201194763184
swa,0.9711884260177612,,0.9518048763275146,0.9573075771331787,0.9601002931594849
yor,0.9449110627174377,,0.9541105031967163,0.9689375162124634,0.9559863607088724
bbj,0.9303792119026184,,0.9712507128715515,0.9656246900558472,0.9557515382766724
