,DATE,PER,LOC,ORG,Mean
luo,0.9080418073455772,0.7605032904190651,0.916360536435755,0.9334807516412048,0.8795965964604004
twi,0.8953651658292815,0.7800715005286659,0.89201922315709,0.9505767034031181,0.8795081482295388
ibo,0.9444209485954065,0.766258000041634,0.8698784578121962,0.9186262147732575,0.8747959053056236
kin,0.9237669393365289,0.7262838314649388,0.9253664673735756,0.9234308203674099,0.8747120146356133
sna,0.9534293206395147,0.7665874358094409,0.8442266460501595,0.9299709833842704,0.8735535964708464
lug,0.8795145250023998,0.7668953902005297,0.9256629727141678,0.9133585690005437,0.8713578642294102
swa,0.883195738772902,0.7449574744677593,0.9152864338465851,0.9283103450992666,0.8679374980466282
nya,0.9011820679279113,0.7424060955848186,0.8794262178663592,0.9485702649873625,0.8678961615916129
zul,0.9026445077875063,0.7609633264607658,0.8455796237923344,0.9165962798521862,0.8564459344731982
tsn,0.9256609095057402,0.7497675008731693,0.8176142173865969,0.9260715930123707,0.8547785551944693
xho,0.9468530900180889,0.7709296297182396,0.7811811164731427,0.8993382223961686,0.8495755146514099
hau,0.9231694946169332,0.7615302399608082,0.7732838136694378,0.9123701780202291,0.8425884315668521
wol,0.8947378643576526,0.7672105224634995,0.7823382320417479,0.9097069005958879,0.838498379864697
mos,0.8404596545411884,0.7615190954374927,0.8130898335930479,0.9117628184403594,0.8317078505030222
pcm,0.7598301429368227,0.7754051184173228,0.8757703574059311,0.9118083709434096,0.8307034974258716
ewe,0.7739465280930432,0.7505765689781811,0.866380536345678,0.9106469046079497,0.825387634506213
bam,0.868068171526991,0.7536646998277349,0.8069516922386839,0.8296851647812626,0.8145924320936682
fon,0.7795126713768743,0.7410177133038011,0.7520280978440961,0.8641616260604251,0.7841800271462991
yor,0.8183084963513455,0.6693753669057103,0.6424564095937116,0.8824485433170445,0.7531472040419529
bbj,0.7676309336051087,0.7753610417402618,0.597017007653762,0.7706009392982242,0.7276524805743392
