,DATE,ORG,LOC,PER,Mean
lug,0.6479879,0.8630276,0.7599772,0.9490376,0.8050076
kin,0.62522054,0.8731449,0.78735054,0.91230667,0.7995057
wol,0.64084077,0.8466727,0.84385145,0.84959877,0.795241
tsn,0.6585877,0.90105486,0.82472944,0.7855754,0.79248685
luo,0.6332594,0.84406424,0.76768696,0.9011301,0.78653514
ewe,0.6665611,0.8468293,0.7991137,0.83162445,0.78603214
hau,0.6794865,0.8201648,0.81422436,0.8273605,0.7853091
mos,0.6385362,0.8417381,0.7747878,0.8749165,0.78249466
swa,0.6453609,0.85493624,0.7715072,0.84019536,0.77799994
pcm,0.63250273,0.8382114,0.7834301,0.84059906,0.7736858
ibo,0.6204596,0.8209065,0.7688558,0.8617493,0.76799285
twi,0.6274754,0.816616,0.75164473,0.8520702,0.76195157
sna,0.6573105,0.88376373,0.78629345,0.70725787,0.7586564
yor,0.6513796,0.8183415,0.7732923,0.76832384,0.7528343
bam,0.6583238,0.8008756,0.74413145,0.788846,0.74804425
nya,0.63324684,0.8565576,0.7592714,0.7267521,0.743957
bbj,0.6210816,0.7885487,0.71472955,0.82662976,0.73774743
xho,0.76424,0.73222196,0.75798005,0.6808425,0.73382115
zul,0.7414073,0.7703379,0.6561978,0.7006936,0.71715915
fon,0.6224759,0.759717,0.7573328,0.720554,0.71501994
