,DATE,ORG,LOC,PER,Mean
lug,0.9761753258655056,0.967149140378899,0.9723158085516986,0.9846817538490596,0.9750805071612907
kin,0.9711584902219648,0.9738162314774031,0.9703404380087909,0.9706526145617433,0.9714919435674756
twi,0.9604125980060736,0.9774706411604182,0.9651094605834999,0.9738375651786112,0.9692075662321507
luo,0.9642972412927833,0.9698068062916879,0.968365857958301,0.9689328763116142,0.9678506954635966
nya,0.9558960568687735,0.9729268950050783,0.9592326482322419,0.980384295525936,0.9671099739080075
sna,0.9705505416717312,0.970799121341157,0.9388956949116306,0.9751111886280167,0.9638391366381339
ibo,0.973731276770661,0.9567463555376255,0.9502610489511861,0.9680758418043162,0.9622036307659472
hau,0.9656651126426636,0.9636580653972195,0.941124569946522,0.9703692650282727,0.9602042532536694
zul,0.9675083666209051,0.9724188954925247,0.9463524371534212,0.9542386879914107,0.9601295968145654
tsn,0.9698971258655898,0.9597792584591796,0.924808261504595,0.9661372739253615,0.9551554799386814
wol,0.9566142681012414,0.9613104882741701,0.9323225014350972,0.9679530067419116,0.954550066138105
mos,0.9413714056493225,0.9610746449525293,0.946641353838667,0.9612941223256019,0.9525953816915301
xho,0.9753903946437726,0.9641218229128751,0.9312613060079362,0.9334612344595744,0.9510586895060396
swa,0.9136958305208276,0.9546211405672773,0.9468806697906826,0.9632322539089896,0.9446074736969443
bam,0.9610613717718239,0.8964130294680277,0.9555748017182072,0.965039386684139,0.9445221474105494
ewe,0.9187260812314729,0.9554374539805216,0.9291056786730254,0.9593842601821138,0.9406633685167834
fon,0.8973296087222017,0.9500927030829885,0.9300059639086284,0.9568275360286752,0.9335639529356234
pcm,0.8738147756884768,0.9435036586313931,0.9440300254929744,0.9707047927764468,0.9330133131473227
yor,0.9196643127847778,0.9527744658848499,0.899894838118409,0.9360903962887471,0.927106003269196
bbj,0.9109779305183364,0.9327921362291776,0.8799981530738821,0.9625130057422062,0.9215703063909005
