,LOC,PER,DATE,ORG
bam,0.9225762486457825,0.9754266142845154,0.9523402452468872,0.954253077507019
bbj,0.8968852758407593,0.9737274646759033,0.938744306564331,0.9714970588684082
ewe,0.9442546367645264,0.9721786379814148,0.9455816149711609,0.9800617694854736
fon,0.8918373584747314,0.9737191200256348,0.9393099546432495,0.9689589142799377
hau,0.8990376591682434,0.9714909791946411,0.9349648952484131,0.959071934223175
ibo,0.93976891040802,0.9774914979934692,0.9776948094367981,0.9776480793952942
kin,0.9678745269775391,0.9761819839477539,0.9692487716674805,0.9836734533309937
lug,0.963147759437561,0.9933434128761292,0.9270038604736328,0.9422306418418884
luo,0.9531872868537903,0.9767394065856934,0.9636163711547852,0.9728965163230896
mos,0.9228231906890869,0.9774659872055054,0.9164818525314331,0.9721259474754333
nya,0.9380000829696655,0.9795529842376709,0.9606409668922424,0.984063982963562
pcm,0.9402142763137817,0.9770563840866089,0.8831943273544312,0.94957035779953
sna,0.9349929094314575,0.9765512943267822,0.9769114851951599,0.976646900177002
swa,0.9560210108757019,0.9703536033630371,0.8942528367042542,0.9506303071975708
tsn,0.93398118019104,0.9774706363677979,0.9705643057823181,0.9722762107849121
twi,0.9585710167884827,0.9790039658546448,0.9601132273674011,0.982732892036438
wol,0.9133644104003906,0.9779517650604248,0.9699808955192566,0.9766585230827332
xho,0.9099264144897461,0.9718124866485596,0.9660800695419312,0.9726643562316895
yor,0.8903342485427856,0.9548770189285278,0.949913501739502,0.9706938862800598
zul,0.9293726682662964,0.9683980941772461,0.9693841934204102,0.9820928573608398
